ID,FDR,p_value,t,B,logFC
11754658_a_at,0.2873,0.17728736,1.52,-5.47579,5.97E-01
11751037_a_at,0.2873,0.17730258,-1.52,-5.47587,-1.1
11728552_a_at,0.2873,0.17732245,1.52,-5.47597,3.87E-01
11721903_a_at,0.2873,0.17732548,1.52,-5.47598,4.33E-01
11722190_at,0.2874,0.1773459,-1.52,-5.47609,-1.05
11728082_s_at,0.2874,0.17738977,1.52,-5.47631,6.63E-01
11716347_a_at,0.2874,0.17739364,-1.52,-5.47633,-1.81
11716987_a_at,0.2874,0.1774132,-1.52,-5.47643,-1.73
11731648_a_at,0.2874,0.17741696,1.52,-5.47645,5.87E-01
11720552_a_at,0.2874,0.17742424,1.52,-5.47649,8.33E-01
11753792_a_at,0.2874,0.17742493,-1.52,-5.47649,-6.93E-01
11731756_at,0.2874,0.17743016,1.52,-5.47652,6.83E-01
11744318_at,0.2874,0.17743803,1.52,-5.47656,1.1
11717611_a_at,0.2875,0.17746499,1.52,-5.47669,7.33E-01
11741946_a_at,0.2875,0.1774793,1.51,-5.47677,4.23E-01
11754251_a_at,0.2875,0.17748987,-1.51,-5.47682,-1.47
11731446_s_at,0.2875,0.17750712,1.51,-5.47691,4.47E-01
11716398_a_at,0.2875,0.17751767,-1.51,-5.47696,-1.11
11762663_at,0.2875,0.17751984,1.51,-5.47697,4.63E-01
11753143_a_at,0.2875,0.17754481,1.51,-5.4771,3.83E-01
11717338_a_at,0.2876,0.17757516,1.51,-5.47725,7.10E-01
11752140_x_at,0.2876,0.17758875,-1.51,-5.47732,-7.30E-01
11762752_at,0.2876,0.17761188,1.51,-5.47744,6.77E-01
11762898_at,0.2876,0.17763158,1.51,-5.47754,8.37E-01
11762524_at,0.2877,0.17765945,1.51,-5.47768,7.80E-01
11754330_a_at,0.2877,0.17766873,-1.51,-5.47773,-1.09
11735971_a_at,0.2877,0.17769542,1.51,-5.47787,4.23E-01
11729824_at,0.2877,0.17770067,1.51,-5.47789,4.53E-01
11724672_s_at,0.2877,0.17772663,1.51,-5.47802,5.13E-01
11752530_a_at,0.2877,0.17772777,-1.51,-5.47803,-1.33
11753354_a_at,0.2877,0.17774097,1.51,-5.4781,3.87E-01
11719277_s_at,0.2878,0.17777332,-1.51,-5.47826,-5.83E-01
11745911_a_at,0.2878,0.17780797,1.51,-5.47844,1.1
11724710_at,0.2879,0.1778472,1.51,-5.47864,6.17E-01
11747476_x_at,0.2879,0.17785962,-1.51,-5.4787,-8.50E-01
11732773_at,0.2879,0.17786345,-1.51,-5.47872,-7.53E-01
11728462_at,0.288,0.17792373,1.51,-5.47903,4.27E-01
11728494_at,0.288,0.17793249,1.51,-5.47907,1.1
11752388_a_at,0.288,0.17795115,-1.51,-5.47917,-8.00E-01
11726156_at,0.288,0.17797577,-1.51,-5.47929,-1.21
11734665_x_at,0.2881,0.17798878,1.51,-5.47936,9.27E-01
11755906_a_at,0.2881,0.17799763,1.51,-5.4794,5.07E-01
11743841_at,0.2881,0.17802679,-1.51,-5.47955,-1
11748153_a_at,0.2881,0.17805597,-1.51,-5.4797,-8.57E-01
11741749_x_at,0.2882,0.17807474,1.51,-5.47979,3.50E-01
11753417_x_at,0.2882,0.17808557,1.51,-5.47985,4.93E-01
11732774_x_at,0.2882,0.17808811,1.51,-5.47986,8.53E-01
11761204_x_at,0.2882,0.17809157,1.51,-5.47988,4.57E-01
11715169_at,0.2882,0.17809721,1.51,-5.47991,5.10E-01
11759609_at,0.2882,0.1781233,1.51,-5.48004,7.77E-01
11753895_x_at,0.2882,0.17814236,1.51,-5.48013,3.60E-01
11731457_s_at,0.2882,0.17814795,-1.51,-5.48016,-6.73E-01
11762007_x_at,0.2882,0.17816655,1.51,-5.48026,6.40E-01
11726315_a_at,0.2883,0.17819307,-1.51,-5.48039,-8.77E-01
11727056_s_at,0.2883,0.17820117,1.51,-5.48043,5.70E-01
11735198_at,0.2883,0.17821868,1.51,-5.48052,1.11
11754202_a_at,0.2883,0.17822428,-1.51,-5.48055,-7.57E-01
11747530_a_at,0.2883,0.17822883,-1.51,-5.48057,-6.63E-01
11729684_at,0.2883,0.17822956,1.51,-5.48058,4.77E-01
11750749_a_at,0.2883,0.17824938,-1.51,-5.48068,-1.94
11744993_s_at,0.2884,0.17829321,-1.51,-5.4809,-4.23E-01
11741747_x_at,0.2884,0.178295,1.51,-5.48091,4.77E-01
11718626_at,0.2884,0.17830873,-1.51,-5.48098,-5.17E-01
11730156_a_at,0.2884,0.1783242,1.51,-5.48106,5.83E-01
11725220_a_at,0.2885,0.17837772,1.51,-5.48133,1.08
11746391_a_at,0.2886,0.17844661,1.51,-5.48168,3.80E-01
11760640_at,0.2886,0.17845876,1.51,-5.48174,1.36
11733176_x_at,0.2886,0.17846483,1.51,-5.48177,3.73E-01
11722790_s_at,0.2886,0.17847589,-1.51,-5.48182,-1.34
11736137_a_at,0.2886,0.17849213,1.51,-5.48191,5.63E-01
11741245_a_at,0.2887,0.17853521,-1.51,-5.48212,-7.17E-01
11727932_at,0.2887,0.17854012,1.51,-5.48215,4.43E-01
11723422_s_at,0.2887,0.17860276,-1.51,-5.48246,-1.18
11755456_a_at,0.2888,0.17862446,-1.51,-5.48257,-5.67E-01
11735110_at,0.2888,0.17864943,-1.51,-5.4827,-5.70E-01
11753296_x_at,0.2889,0.1786914,1.51,-5.48291,4.40E-01
11732252_x_at,0.2889,0.17869576,-1.51,-5.48293,-3.87E-01
11759843_s_at,0.2889,0.17870415,1.51,-5.48298,4.33E-01
11740618_at,0.2889,0.17870881,1.51,-5.483,7.93E-01
11748295_a_at,0.2889,0.17875307,-1.51,-5.48322,-8.13E-01
11763127_x_at,0.289,0.17878286,1.51,-5.48337,5.20E-01
11722144_at,0.289,0.17880121,-1.51,-5.48347,-3.93E-01
11758193_x_at,0.289,0.17880152,-1.51,-5.48347,-6.80E-01
11761413_at,0.289,0.17880554,1.51,-5.48349,4.27E-01
11742560_at,0.289,0.17882049,1.51,-5.48356,7.13E-01
AFFX-HSAC07/X00351_5_at,0.289,0.17884647,-1.51,-5.4837,-4.33E-01
11760626_at,0.289,0.17885014,1.51,-5.48371,1.05
11724232_s_at,0.289,0.17885745,1.51,-5.48375,4.43E-01
11753495_a_at,0.2891,0.17889019,-1.51,-5.48392,-1.33
11730822_at,0.2891,0.17893439,1.51,-5.48414,4.37E-01
11716813_a_at,0.2891,0.17893885,-1.51,-5.48416,-8.60E-01
11725231_a_at,0.2893,0.17903825,1.51,-5.48466,4.30E-01
11745938_a_at,0.2893,0.17904277,-1.51,-5.48469,-1.29
11755009_s_at,0.2893,0.17905845,1.51,-5.48476,1.13
11743286_at,0.2893,0.17906275,-1.51,-5.48479,-1.57
11739242_x_at,0.2893,0.17910076,1.51,-5.48498,1.56
11738474_x_at,0.2893,0.17911068,-1.51,-5.48503,-4.60E-01
11721444_a_at,0.2893,0.17911447,-1.51,-5.48505,-9.13E-01
11728306_s_at,0.2893,0.17911763,1.51,-5.48506,4.13E-01
11743800_a_at,0.2893,0.17911873,1.51,-5.48507,1.73
11727135_a_at,0.2893,0.17912927,1.51,-5.48512,5.60E-01
11758226_s_at,0.2894,0.17915337,-1.51,-5.48524,-4.70E-01
11734122_x_at,0.2894,0.17918349,1.51,-5.48539,3.83E-01
11744308_a_at,0.2894,0.17919543,1.51,-5.48545,4.63E-01
11750196_a_at,0.2894,0.17919753,-1.51,-5.48546,-1.35
11736375_a_at,0.2895,0.17923424,-1.51,-5.48565,-1.88
11727157_a_at,0.2895,0.17925429,-1.51,-5.48575,-1.53
11752913_a_at,0.2895,0.17925734,-1.51,-5.48577,-1.24
11719143_x_at,0.2895,0.17926353,1.51,-5.4858,6.53E-01
11749452_a_at,0.2895,0.17927352,1.51,-5.48585,9.77E-01
11744441_a_at,0.2895,0.17929719,-1.51,-5.48597,-9.20E-01
11728664_x_at,0.2895,0.17933037,1.51,-5.48613,5.10E-01
11726386_at,0.2895,0.17933072,-1.51,-5.48614,-6.13E-01
11718279_at,0.2896,0.17934709,-1.51,-5.48622,-1.88
11725640_a_at,0.2896,0.17936014,-1.51,-5.48628,-1.13
11723856_at,0.2897,0.17941959,1.51,-5.48658,9.60E-01
11727394_a_at,0.2897,0.17944232,-1.51,-5.4867,-4.40E-01
11728080_a_at,0.2897,0.17945367,-1.51,-5.48675,-8.10E-01
11737319_at,0.2897,0.17949464,1.51,-5.48696,4.87E-01
11750055_a_at,0.2897,0.17949594,-1.51,-5.48697,-1.46
11754710_s_at,0.2897,0.17950041,-1.51,-5.48699,-8.57E-01
11720048_x_at,0.2897,0.17950628,1.51,-5.48702,3.83E-01
11754763_a_at,0.2897,0.17950909,-1.51,-5.48703,-8.97E-01
11746246_at,0.2897,0.17951504,1.51,-5.48706,7.80E-01
11761806_a_at,0.2898,0.17953954,-1.51,-5.48718,-1.08
11721094_a_at,0.2898,0.17955646,1.51,-5.48727,4.37E-01
11730811_a_at,0.2898,0.17958989,1.51,-5.48744,6.53E-01
11731494_a_at,0.2898,0.17959207,1.51,-5.48745,4.47E-01
11731298_at,0.2898,0.17960595,1.51,-5.48752,5.27E-01
11741143_x_at,0.2898,0.17960689,1.51,-5.48752,3.63E-01
11715388_s_at,0.2899,0.1796489,-1.51,-5.48773,-1.28
11741880_at,0.2899,0.17966048,1.51,-5.48779,5.03E-01
11722480_a_at,0.2899,0.17967544,-1.51,-5.48787,-7.60E-01
11728147_s_at,0.2899,0.17967949,1.51,-5.48789,3.90E-01
11739855_a_at,0.2899,0.17970742,1.51,-5.48803,3.87E-01
11730960_a_at,0.29,0.17971886,1.51,-5.48809,1.58
11728910_a_at,0.29,0.17976335,1.51,-5.48831,4.17E-01
11760122_at,0.29,0.17978601,-1.51,-5.48842,-6.07E-01
11740050_x_at,0.29,0.17979088,1.51,-5.48845,5.37E-01
11737502_at,0.29,0.17979631,1.51,-5.48847,3.90E-01
11753973_x_at,0.29,0.17979635,1.51,-5.48847,4.90E-01
11718054_a_at,0.2901,0.17983916,-1.51,-5.48869,-5.33E-01
11753828_x_at,0.2902,0.17989169,-1.51,-5.48895,-1.06
11731849_a_at,0.2902,0.17993228,1.51,-5.48916,4.87E-01
11755599_x_at,0.2903,0.17996239,1.51,-5.48931,6.43E-01
11759223_a_at,0.2903,0.17997438,1.5,-5.48937,5.07E-01
11718588_a_at,0.2903,0.17997782,-1.5,-5.48938,-1.11
11731111_at,0.2903,0.18001061,1.5,-5.48955,5.20E-01
11727356_a_at,0.2903,0.18003363,1.5,-5.48966,4.43E-01
11721943_a_at,0.2904,0.18006218,1.5,-5.48981,4.20E-01
11733193_a_at,0.2904,0.1800795,1.5,-5.48989,3.77E-01
11731161_at,0.2904,0.18009112,1.5,-5.48995,5.00E-01
11759639_at,0.2904,0.18011064,1.5,-5.49005,1.08
11731569_at,0.2904,0.18012622,-1.5,-5.49013,-4.47E-01
11762248_at,0.2905,0.1801444,1.5,-5.49022,4.97E-01
11743637_a_at,0.2905,0.18018421,1.5,-5.49042,5.10E-01
11735107_a_at,0.2905,0.18018668,-1.5,-5.49043,-6.03E-01
11762466_x_at,0.2905,0.18019197,1.5,-5.49046,7.20E-01
11728125_a_at,0.2906,0.18025176,-1.5,-5.49075,-8.40E-01
11731094_a_at,0.2906,0.18026447,1.5,-5.49082,8.37E-01
11736069_at,0.2906,0.18027198,1.5,-5.49086,6.33E-01
11746416_a_at,0.2906,0.18028282,-1.5,-5.49091,-6.90E-01
11733063_a_at,0.2908,0.18041383,1.5,-5.49156,3.63E-01
11731565_x_at,0.2908,0.18042682,1.5,-5.49163,1.04
11741471_x_at,0.2909,0.18046709,1.5,-5.49183,5.43E-01
11718188_at,0.291,0.18052787,1.5,-5.49213,5.90E-01
11729484_a_at,0.2911,0.18060013,-1.5,-5.49249,-1.28
11728662_s_at,0.2911,0.18060103,-1.5,-5.4925,-8.57E-01
11752297_x_at,0.2911,0.18060769,1.5,-5.49253,1.07
11723187_at,0.2911,0.18062735,1.5,-5.49263,4.70E-01
11718789_x_at,0.2911,0.1806293,1.5,-5.49264,4.63E-01
11748766_a_at,0.2911,0.18066375,-1.5,-5.49281,-7.87E-01
11756563_a_at,0.2911,0.18067707,-1.5,-5.49288,-1.62
11762057_at,0.2913,0.18077118,1.5,-5.49335,6.03E-01
11761963_at,0.2913,0.18079321,1.5,-5.49346,6.60E-01
11740200_a_at,0.2913,0.18079931,-1.5,-5.49349,-1.96
11717705_a_at,0.2914,0.18086503,1.5,-5.49382,5.40E-01
11716518_at,0.2914,0.18086784,-1.5,-5.49383,-3.93E-01
11728621_at,0.2914,0.18089366,1.5,-5.49396,4.40E-01
11742253_a_at,0.2914,0.1808999,1.5,-5.49399,3.97E-01
11749119_a_at,0.2915,0.18091574,-1.5,-5.49407,-1.22
11741137_a_at,0.2915,0.18093679,1.5,-5.49417,5.70E-01
11722079_a_at,0.2915,0.18094149,1.5,-5.4942,5.87E-01
11751305_a_at,0.2915,0.18096088,-1.5,-5.49429,-9.03E-01
11725783_a_at,0.2915,0.1809831,1.5,-5.4944,4.37E-01
11732143_at,0.2916,0.18101584,-1.5,-5.49457,-9.90E-01
11745999_a_at,0.2916,0.18103678,1.5,-5.49467,5.90E-01
11739624_at,0.2916,0.18104668,-1.5,-5.49472,-7.20E-01
11754542_x_at,0.2916,0.18105664,1.5,-5.49477,5.73E-01
11723520_a_at,0.2916,0.18105986,1.5,-5.49479,6.33E-01
11753722_x_at,0.2916,0.18106424,-1.5,-5.49481,-3.57E-01
11759148_at,0.2916,0.18109857,-1.5,-5.49498,-7.63E-01
11737185_a_at,0.2916,0.18111308,1.5,-5.49505,9.57E-01
11753678_x_at,0.2916,0.18111508,1.5,-5.49506,5.30E-01
11729857_at,0.2916,0.18111667,-1.5,-5.49507,-1.25
11762327_at,0.2917,0.18113548,-1.5,-5.49516,-1.03
11744631_a_at,0.2917,0.18113802,-1.5,-5.49517,-7.80E-01
11726595_a_at,0.2917,0.1811724,-1.5,-5.49534,-6.77E-01
11757564_x_at,0.2917,0.18117969,-1.5,-5.49538,-8.53E-01
11740029_x_at,0.2918,0.18122457,-1.5,-5.4956,-7.33E-01
11730309_a_at,0.2918,0.18122711,1.5,-5.49562,4.17E-01
11741656_a_at,0.2918,0.18123481,1.5,-5.49566,3.80E-01
11761933_at,0.2918,0.18127088,1.5,-5.49583,6.30E-01
11723772_at,0.2919,0.18131371,-1.5,-5.49605,-8.30E-01
11730222_x_at,0.2919,0.18132149,1.5,-5.49609,6.60E-01
11733692_a_at,0.2919,0.18134742,1.5,-5.49621,6.40E-01
11720617_at,0.2919,0.18135552,1.5,-5.49625,6.27E-01
11727693_at,0.2919,0.18137994,1.5,-5.49638,4.17E-01
11715536_a_at,0.292,0.18141347,-1.5,-5.49654,-8.63E-01
11752436_x_at,0.292,0.18143535,1.5,-5.49665,4.10E-01
11717989_a_at,0.292,0.18144633,-1.5,-5.49671,-8.27E-01
11722805_at,0.2921,0.18150572,-1.5,-5.497,-6.87E-01
11719872_a_at,0.2922,0.18154021,-1.5,-5.49717,-1.63
11747455_a_at,0.2922,0.18155121,-1.5,-5.49723,-6.00E-01
11739398_a_at,0.2922,0.18155688,-1.5,-5.49725,-8.10E-01
11722082_a_at,0.2923,0.18164459,-1.5,-5.49769,-5.70E-01
11730843_a_at,0.2923,0.18164547,1.5,-5.49769,5.93E-01
11735579_at,0.2923,0.18166381,1.5,-5.49778,4.53E-01
11745001_a_at,0.2923,0.18168086,1.5,-5.49787,4.33E-01
11720808_a_at,0.2923,0.181689,-1.5,-5.49791,-1.31
11731379_x_at,0.2924,0.18176038,1.5,-5.49826,4.23E-01
11764244_s_at,0.2925,0.18180043,1.5,-5.49846,6.70E-01
11716230_s_at,0.2925,0.18181885,1.5,-5.49855,4.20E-01
11735118_at,0.2925,0.18183903,1.5,-5.49865,3.73E-01
11747697_x_at,0.2925,0.1818416,-1.5,-5.49866,-1.11
11739054_a_at,0.2926,0.18186798,-1.5,-5.4988,-1.43
11729858_s_at,0.2926,0.18187594,-1.5,-5.49883,-9.07E-01
11726327_at,0.2926,0.18188246,-1.5,-5.49887,-7.47E-01
11751974_a_at,0.2926,0.18193039,-1.5,-5.4991,-9.13E-01
11751650_a_at,0.2927,0.18195857,-1.5,-5.49924,-7.33E-01
11726094_at,0.2927,0.18196125,1.5,-5.49926,4.83E-01
11715497_a_at,0.2927,0.1819719,-1.5,-5.49931,-1.06
11721061_a_at,0.2928,0.182088,-1.5,-5.49988,-5.47E-01
11739051_a_at,0.2929,0.1820987,1.5,-5.49994,7.57E-01
11764005_at,0.2929,0.18213785,-1.5,-5.50013,-9.03E-01
11729545_a_at,0.2929,0.18215856,-1.5,-5.50023,-6.23E-01
11755602_x_at,0.2929,0.1821675,1.5,-5.50028,6.70E-01
11754928_x_at,0.2931,0.18225769,1.5,-5.50072,5.20E-01
11732388_at,0.2932,0.18233192,1.5,-5.50109,4.97E-01
11750900_a_at,0.2934,0.18244429,1.5,-5.50164,4.57E-01
11735126_at,0.2934,0.18247089,1.5,-5.50177,5.40E-01
11737802_a_at,0.2934,0.18249333,1.49,-5.50188,1.4
11735378_a_at,0.2934,0.1825033,1.49,-5.50193,5.43E-01
11749611_a_at,0.2934,0.18252315,1.49,-5.50203,6.20E-01
11725596_a_at,0.2935,0.18254696,-1.49,-5.50215,-8.23E-01
11755561_x_at,0.2935,0.18256454,-1.49,-5.50224,-6.60E-01
11742204_a_at,0.2935,0.18258732,1.49,-5.50235,4.77E-01
11752542_a_at,0.2935,0.18259773,1.49,-5.5024,4.00E-01
11732536_a_at,0.2935,0.18259787,1.49,-5.5024,1.25
11761751_at,0.2935,0.18261143,1.49,-5.50247,5.50E-01
11715480_x_at,0.2935,0.18261878,-1.49,-5.5025,-3.93E-01
11725890_s_at,0.2936,0.1826423,1.49,-5.50262,9.13E-01
11760214_at,0.2936,0.18264989,1.49,-5.50266,6.30E-01
11762961_at,0.2936,0.18266077,1.49,-5.50271,5.87E-01
11731214_a_at,0.2936,0.18266873,1.49,-5.50275,6.93E-01
11738848_at,0.2936,0.18271878,1.49,-5.503,5.07E-01
11743642_s_at,0.2936,0.18272843,1.49,-5.50304,3.47E-01
11722797_a_at,0.2937,0.18274464,-1.49,-5.50312,-4.80E-01
11761994_at,0.2937,0.18278732,1.49,-5.50333,5.13E-01
11758296_s_at,0.2937,0.18279705,1.49,-5.50338,4.93E-01
11762056_at,0.2938,0.18283868,-1.49,-5.50359,-1.06
11763158_x_at,0.2938,0.18288134,-1.49,-5.5038,-7.13E-01
11740268_at,0.2938,0.18288788,-1.49,-5.50383,-4.47E-01
11751724_a_at,0.2939,0.18291844,1.49,-5.50398,9.80E-01
11757145_x_at,0.2939,0.18293151,1.49,-5.50404,5.93E-01
11718523_s_at,0.294,0.18298136,1.49,-5.50429,7.83E-01
11736869_a_at,0.294,0.18298937,1.49,-5.50433,7.47E-01
11743181_a_at,0.294,0.18301995,1.49,-5.50448,4.37E-01
11758846_x_at,0.294,0.18302921,-1.49,-5.50452,-6.07E-01
11750288_x_at,0.2941,0.18306192,1.49,-5.50468,4.73E-01
11755388_s_at,0.2941,0.1830677,-1.49,-5.50471,-1.31
11754923_a_at,0.2941,0.1830691,-1.49,-5.50472,-8.47E-01
11760934_x_at,0.2942,0.18317727,-1.49,-5.50525,-6.90E-01
11754719_x_at,0.2942,0.183181,1.49,-5.50527,1.13
11737261_at,0.2943,0.18322012,1.49,-5.50546,4.50E-01
11762229_at,0.2943,0.18322134,1.49,-5.50547,4.00E-01
11719047_s_at,0.2943,0.18323517,-1.49,-5.50553,-1.3
11727170_at,0.2943,0.18325047,1.49,-5.50561,6.43E-01
11751976_a_at,0.2943,0.18325491,1.49,-5.50563,5.13E-01
11741791_at,0.2944,0.18331422,1.49,-5.50592,4.47E-01
11761653_at,0.2944,0.18332715,1.49,-5.50598,8.87E-01
11750663_x_at,0.2944,0.1833555,1.49,-5.50612,8.37E-01
11718432_a_at,0.2944,0.18335829,1.49,-5.50614,4.47E-01
11718920_a_at,0.2944,0.1833709,-1.49,-5.5062,-1.34
11726937_at,0.2945,0.18341077,1.49,-5.50639,7.30E-01
11749890_x_at,0.2945,0.18341141,-1.49,-5.5064,-5.63E-01
11758459_s_at,0.2945,0.18342012,-1.49,-5.50644,-8.27E-01
11750851_a_at,0.2945,0.18343963,-1.49,-5.50654,-1.5
11721175_at,0.2945,0.18344295,1.49,-5.50655,5.53E-01
11750607_a_at,0.2945,0.18346996,-1.49,-5.50668,-6.03E-01
11720356_a_at,0.2946,0.18351234,1.49,-5.50689,5.77E-01
11759608_at,0.2946,0.1835216,-1.49,-5.50694,-6.63E-01
11757373_x_at,0.2946,0.1835421,1.49,-5.50704,1.3
11724219_x_at,0.2946,0.18355667,1.49,-5.50711,3.27E-01
11748384_a_at,0.2946,0.1835576,1.49,-5.50711,5.67E-01
11734641_at,0.2947,0.18358628,1.49,-5.50725,4.90E-01
11727749_a_at,0.2947,0.18361323,1.49,-5.50739,5.03E-01
11731623_s_at,0.2947,0.18364257,1.49,-5.50753,4.00E-01
11721354_at,0.2947,0.18365142,1.49,-5.50757,5.63E-01
11732001_a_at,0.2947,0.18365191,1.49,-5.50758,7.57E-01
11725771_at,0.2947,0.18366101,1.49,-5.50762,4.23E-01
11755614_s_at,0.2947,0.18366308,1.49,-5.50763,6.03E-01
11725265_at,0.2947,0.18367834,-1.49,-5.50771,-5.70E-01
11715342_at,0.2947,0.18367996,1.49,-5.50771,7.53E-01
11743238_at,0.2947,0.18369747,1.49,-5.5078,4.00E-01
11749967_a_at,0.2947,0.18370592,1.49,-5.50784,7.07E-01
11725343_a_at,0.2948,0.18372483,1.49,-5.50793,4.30E-01
11733817_s_at,0.2948,0.18372967,1.49,-5.50796,3.70E-01
11722578_a_at,0.2949,0.18379548,1.49,-5.50828,4.70E-01
11716344_a_at,0.2949,0.18384637,-1.49,-5.50853,-4.10E-01
11741477_a_at,0.2949,0.18385812,1.49,-5.50858,4.83E-01
11718142_a_at,0.295,0.18387155,-1.49,-5.50865,-6.40E-01
11729273_a_at,0.295,0.18389628,1.49,-5.50877,4.43E-01
11745122_a_at,0.295,0.1839146,-1.49,-5.50886,-7.80E-01
11743009_x_at,0.295,0.18392567,1.49,-5.50891,3.97E-01
11744564_a_at,0.295,0.18393896,-1.49,-5.50898,-1.21
11748512_x_at,0.295,0.18395078,-1.49,-5.50904,-1.32
11743257_x_at,0.295,0.18395576,1.49,-5.50906,3.63E-01
11727913_a_at,0.2951,0.1839792,-1.49,-5.50918,-7.23E-01
11729472_a_at,0.2951,0.1840074,1.49,-5.50931,1
11732953_at,0.2951,0.18402067,1.49,-5.50938,4.70E-01
11734846_x_at,0.2951,0.18403863,-1.49,-5.50947,-3.53E-01
11722148_a_at,0.2952,0.18407422,1.49,-5.50964,9.43E-01
11751091_a_at,0.2952,0.18407516,-1.49,-5.50964,-1.29
11724065_at,0.2952,0.18408927,1.49,-5.50971,4.07E-01
11743687_s_at,0.2952,0.1841241,-1.49,-5.50988,-1.16
11742852_a_at,0.2952,0.18414366,-1.49,-5.50998,-1.04
11742667_x_at,0.2952,0.18414556,-1.49,-5.50999,-4.50E-01
11736346_a_at,0.2953,0.18417312,1.49,-5.51012,5.83E-01
11719699_a_at,0.2953,0.18417907,-1.49,-5.51015,-5.53E-01
11745254_a_at,0.2953,0.18421703,-1.49,-5.51034,-9.23E-01
11741496_a_at,0.2954,0.18427324,1.49,-5.51061,6.60E-01
11752887_x_at,0.2955,0.18430756,-1.49,-5.51078,-1.13
11718860_a_at,0.2956,0.18437444,-1.49,-5.5111,-8.63E-01
11740912_a_at,0.2956,0.18439755,-1.49,-5.51122,-1.06
11763179_s_at,0.2956,0.18443623,1.49,-5.51141,6.00E-01
11734747_a_at,0.2956,0.18444657,1.49,-5.51146,8.37E-01
11723466_a_at,0.2957,0.18448825,-1.49,-5.51166,-5.37E-01
11729204_a_at,0.2957,0.18450176,1.49,-5.51172,1.11
11744555_at,0.2958,0.18453579,1.49,-5.51189,6.87E-01
11753596_a_at,0.2958,0.18458189,-1.49,-5.51211,-6.97E-01
11759255_at,0.2959,0.18461944,1.49,-5.5123,4.03E-01
11746602_a_at,0.2959,0.18463581,-1.49,-5.51238,-1.32
11742859_a_at,0.2959,0.18465312,-1.49,-5.51246,-8.93E-01
11751272_x_at,0.2959,0.18466943,1.49,-5.51254,4.40E-01
11763139_at,0.2959,0.18468341,1.49,-5.51261,4.97E-01
11732272_at,0.2959,0.18469004,1.49,-5.51264,4.07E-01
11736561_a_at,0.2959,0.1846907,1.49,-5.51264,3.70E-01
11734643_a_at,0.2959,0.18469215,1.49,-5.51265,4.63E-01
11744532_x_at,0.2959,0.18469797,-1.49,-5.51268,-8.47E-01
11724966_s_at,0.2959,0.18470396,1.49,-5.51271,6.00E-01
11750785_x_at,0.2959,0.18470728,-1.49,-5.51272,-7.80E-01
11720776_a_at,0.296,0.18473901,1.49,-5.51288,4.00E-01
11752070_a_at,0.296,0.18474836,-1.49,-5.51292,-5.33E-01
11718258_at,0.296,0.18477659,-1.49,-5.51306,-1.02
11743202_x_at,0.2961,0.18482084,1.49,-5.51328,1.33
11746987_a_at,0.2961,0.18483977,1.49,-5.51337,5.07E-01
11762208_a_at,0.2961,0.18485949,1.49,-5.51346,7.30E-01
11731832_x_at,0.2963,0.18500671,1.49,-5.51418,3.60E-01
11753662_x_at,0.2963,0.18500891,1.49,-5.51419,5.53E-01
11750916_a_at,0.2963,0.18501551,-1.49,-5.51422,-5.77E-01
11746733_x_at,0.2963,0.18501595,1.49,-5.51422,1.06
11745262_at,0.2963,0.18502362,-1.49,-5.51426,-8.43E-01
11758352_at,0.2963,0.18503284,1.48,-5.51431,4.60E-01
11737755_s_at,0.2964,0.1850612,-1.48,-5.51444,-5.00E-01
11725931_at,0.2964,0.18508688,-1.48,-5.51457,-7.07E-01
11734925_s_at,0.2964,0.18509529,1.48,-5.51461,3.97E-01
11726811_at,0.2964,0.18510758,1.48,-5.51467,4.20E-01
11716779_at,0.2964,0.18511833,-1.48,-5.51472,-1.11
11743403_a_at,0.2964,0.18512647,-1.48,-5.51476,-5.87E-01
11747256_a_at,0.2964,0.18513813,-1.48,-5.51482,-1.11
11715119_s_at,0.2964,0.18514036,1.48,-5.51483,7.87E-01
11734803_at,0.2965,0.18517457,1.48,-5.51499,1.07
11745892_a_at,0.2965,0.18517563,-1.48,-5.515,-1.26
11747807_x_at,0.2965,0.18520404,-1.48,-5.51514,-8.83E-01
11740939_x_at,0.2965,0.18522845,-1.48,-5.51525,-5.83E-01
11740190_s_at,0.2965,0.18523856,-1.48,-5.5153,-8.60E-01
11756911_a_at,0.2965,0.18525693,1.48,-5.51539,6.50E-01
11732355_x_at,0.2965,0.18526596,-1.48,-5.51544,-1.18
11730014_x_at,0.2966,0.18530662,1.48,-5.51563,4.47E-01
11715679_s_at,0.2966,0.18534248,-1.48,-5.51581,-1.08
11751577_a_at,0.2966,0.18534491,-1.48,-5.51582,-8.70E-01
11732021_x_at,0.2967,0.18537884,1.48,-5.51598,6.53E-01
11729123_a_at,0.2967,0.18538635,-1.48,-5.51602,-9.57E-01
11754134_a_at,0.2967,0.1854082,1.48,-5.51612,5.90E-01
11755968_a_at,0.2967,0.18541839,1.48,-5.51617,3.77E-01
11759893_at,0.2968,0.18546345,-1.48,-5.51639,-7.20E-01
11718765_a_at,0.2968,0.18547542,-1.48,-5.51645,-5.53E-01
11749356_a_at,0.2968,0.18547624,1.48,-5.51645,5.33E-01
11756171_a_at,0.2968,0.18547773,-1.48,-5.51646,-1.06
11722472_a_at,0.2968,0.18552131,1.48,-5.51667,5.37E-01
11726049_a_at,0.2969,0.18553582,1.48,-5.51674,1.06
