ID,FDR,p_value,t,B,logFC
11747350_s_at,0.7566,0.66828862,4.49E-01,-6.47353,1.93E-01
11726754_at,0.7566,0.66831521,4.49E-01,-6.47355,3.80E-01
11754121_a_at,0.7567,0.66839034,4.49E-01,-6.4736,5.00E-01
11747156_x_at,0.7567,0.66839403,-4.49E-01,-6.4736,-7.20E-01
11723928_at,0.7567,0.66847585,4.49E-01,-6.47366,1.27E-01
11747320_a_at,0.7567,0.66848828,4.49E-01,-6.47367,2.03E-01
11757766_s_at,0.7569,0.66863732,4.48E-01,-6.47378,3.67E-01
11730259_a_at,0.757,0.66872961,4.48E-01,-6.47384,2.93E-01
11763312_at,0.757,0.66874937,4.48E-01,-6.47386,3.03E-01
11757004_a_at,0.757,0.66881123,4.48E-01,-6.4739,2.00E-01
11730120_a_at,0.757,0.66881775,4.48E-01,-6.47391,2.80E-01
11720094_a_at,0.757,0.66883996,4.48E-01,-6.47392,2.37E-01
11731525_at,0.7571,0.66893462,4.48E-01,-6.47399,4.17E-01
11732841_a_at,0.7573,0.66910002,4.48E-01,-6.47411,1.50E-01
11743861_a_at,0.7574,0.66919286,4.48E-01,-6.47418,3.73E-01
11755135_a_at,0.7574,0.66919404,4.48E-01,-6.47418,1.70E-01
11718999_x_at,0.7574,0.66925586,4.48E-01,-6.47422,2.20E-01
11727260_x_at,0.7575,0.66931643,4.47E-01,-6.47427,1.67E-01
11747845_x_at,0.7575,0.66937139,4.47E-01,-6.47431,2.70E-01
11727903_a_at,0.7575,0.66940496,4.47E-01,-6.47433,2.23E-01
11728208_a_at,0.7575,0.66941327,4.47E-01,-6.47434,1.77E-01
11750506_x_at,0.7576,0.66945955,-4.47E-01,-6.47437,-4.07E-01
11750627_a_at,0.7576,0.66947811,4.47E-01,-6.47438,1.13E-01
11748593_a_at,0.7576,0.66953523,4.47E-01,-6.47442,1.50E-01
11764199_at,0.7577,0.66966046,4.47E-01,-6.47451,1.17E-01
11735386_a_at,0.7577,0.6696648,4.47E-01,-6.47452,2.73E-01
11718728_a_at,0.7577,0.66967672,-4.47E-01,-6.47453,-3.60E-01
11725833_a_at,0.7577,0.66969123,-4.47E-01,-6.47454,-4.30E-01
11739956_s_at,0.7577,0.66971561,4.47E-01,-6.47455,2.07E-01
11757964_s_at,0.7578,0.66974128,4.47E-01,-6.47457,2.67E-01
11742812_a_at,0.7578,0.66976579,4.47E-01,-6.47459,4.20E-01
11716849_s_at,0.7579,0.66991649,4.47E-01,-6.4747,1.47E-01
11732184_a_at,0.7579,0.66993398,-4.47E-01,-6.47471,-3.00E-01
11732585_a_at,0.758,0.67002651,4.46E-01,-6.47478,1.33E-01
11740649_a_at,0.758,0.67004985,4.46E-01,-6.47479,4.17E-01
11722427_at,0.7581,0.67012027,4.46E-01,-6.47484,2.47E-01
11719451_at,0.7581,0.67015638,4.46E-01,-6.47487,2.03E-01
11729063_a_at,0.7582,0.67023247,-4.46E-01,-6.47492,-5.07E-01
11725372_x_at,0.7583,0.67040157,-4.46E-01,-6.47504,-2.53E-01
11751225_s_at,0.7584,0.67044285,4.46E-01,-6.47507,1.73E-01
11754797_a_at,0.7585,0.67056105,-4.46E-01,-6.47516,-1.17E-01
11716597_a_at,0.7585,0.67061297,-4.46E-01,-6.4752,-1.87E-01
11753784_x_at,0.7585,0.67064585,-4.45E-01,-6.47522,-1.63E-01
11728783_a_at,0.7585,0.6706562,-4.45E-01,-6.47523,-2.00E-01
11730681_at,0.7587,0.67077053,4.45E-01,-6.47531,2.27E-01
11717921_x_at,0.7588,0.67096371,4.45E-01,-6.47545,1.23E-01
11752765_s_at,0.7588,0.67096372,-4.45E-01,-6.47545,-4.03E-01
11750621_a_at,0.7588,0.67097778,4.45E-01,-6.47546,1.17E-01
11763909_x_at,0.7588,0.67098693,-4.45E-01,-6.47546,-2.00E-01
11739145_a_at,0.7588,0.67100912,4.45E-01,-6.47548,1.80E-01
11730895_at,0.759,0.67114711,4.45E-01,-6.47558,1.17E-01
11756935_a_at,0.759,0.67116356,4.45E-01,-6.47559,2.87E-01
11732496_a_at,0.759,0.67116836,-4.45E-01,-6.47559,-3.87E-01
11748245_a_at,0.759,0.67120076,-4.45E-01,-6.47562,-2.10E-01
11761186_at,0.7591,0.67129989,-4.45E-01,-6.47569,-1.13E-01
11762410_a_at,0.7592,0.67138302,4.44E-01,-6.47575,1.47E-01
11751548_a_at,0.7592,0.67146002,-4.44E-01,-6.4758,-4.27E-01
11729124_x_at,0.7592,0.67146812,-4.44E-01,-6.47581,-2.83E-01
11761527_a_at,0.7593,0.67156439,-4.44E-01,-6.47587,-1.63E-01
11729488_x_at,0.7594,0.67165778,4.44E-01,-6.47594,2.83E-01
11754375_s_at,0.7596,0.67186855,-4.44E-01,-6.47609,-2.33E-01
11719523_s_at,0.7596,0.67187517,-4.44E-01,-6.4761,-2.40E-01
11758147_s_at,0.7597,0.67198343,4.44E-01,-6.47617,2.40E-01
11728300_at,0.7598,0.67207369,4.43E-01,-6.47624,2.53E-01
11723559_a_at,0.7598,0.67208877,4.43E-01,-6.47625,4.43E-01
11727326_a_at,0.7598,0.67214326,4.43E-01,-6.47629,2.33E-01
11732158_a_at,0.7598,0.67214634,4.43E-01,-6.47629,2.80E-01
11749190_a_at,0.7598,0.67216757,-4.43E-01,-6.4763,-1.80E-01
11734144_s_at,0.7599,0.67223381,-4.43E-01,-6.47635,-3.70E-01
11715129_s_at,0.76,0.67232658,-4.43E-01,-6.47642,-2.87E-01
11752449_x_at,0.76,0.67234292,-4.43E-01,-6.47643,-2.70E-01
11753888_x_at,0.7601,0.67243838,-4.43E-01,-6.4765,-3.00E-01
11750493_x_at,0.7601,0.67244246,4.43E-01,-6.4765,1.50E-01
11728056_a_at,0.7601,0.67248173,4.43E-01,-6.47653,1.13E-01
11758533_s_at,0.7603,0.67267381,4.43E-01,-6.47666,1.03E-01
11726837_a_at,0.7603,0.67271847,4.42E-01,-6.47669,1.40E-01
11718960_at,0.7604,0.67278029,-4.42E-01,-6.47674,-2.50E-01
11721881_at,0.7604,0.67281428,4.42E-01,-6.47676,3.57E-01
11736319_at,0.7604,0.67281499,-4.42E-01,-6.47676,-2.07E-01
11717776_at,0.7604,0.67286584,-4.42E-01,-6.4768,-1.27E-01
11758591_s_at,0.7604,0.67289264,4.42E-01,-6.47682,3.00E-01
11747871_a_at,0.7604,0.67290984,4.42E-01,-6.47683,2.10E-01
11762282_x_at,0.7604,0.67293529,4.42E-01,-6.47685,2.50E-01
11728123_a_at,0.7605,0.6729704,-4.42E-01,-6.47687,-1.93E-01
11717181_a_at,0.7605,0.67298394,-4.42E-01,-6.47688,-3.47E-01
11719301_s_at,0.7605,0.67299595,-4.42E-01,-6.47689,-2.40E-01
11755664_a_at,0.7605,0.67301585,-4.42E-01,-6.47691,-1.83E-01
11743557_a_at,0.7605,0.6730255,4.42E-01,-6.47691,1.87E-01
11760648_at,0.7605,0.67311529,4.42E-01,-6.47698,2.67E-01
11731499_at,0.7605,0.67312601,-4.42E-01,-6.47698,-2.73E-01
11722979_a_at,0.7606,0.67324019,-4.42E-01,-6.47706,-1.63E-01
11752135_a_at,0.7608,0.67336858,-4.42E-01,-6.47716,-1.77E-01
11752121_a_at,0.7608,0.67337771,4.41E-01,-6.47716,2.70E-01
11735155_s_at,0.7609,0.67349737,-4.41E-01,-6.47725,-2.50E-01
11748721_a_at,0.7609,0.6735358,4.41E-01,-6.47727,1.17E-01
11752379_a_at,0.761,0.67361786,4.41E-01,-6.47733,4.60E-01
11753114_a_at,0.7611,0.67371158,4.41E-01,-6.4774,1.33E-01
11718885_a_at,0.7611,0.67375769,-4.41E-01,-6.47743,-3.20E-01
11719448_at,0.7612,0.6738863,-4.41E-01,-6.47752,-2.07E-01
11735254_at,0.7612,0.67390584,4.41E-01,-6.47754,2.57E-01
11763297_x_at,0.7612,0.67390964,-4.41E-01,-6.47754,-2.10E-01
11720954_s_at,0.7612,0.67391734,4.41E-01,-6.47754,1.43E-01
11736143_s_at,0.7612,0.67393861,4.41E-01,-6.47756,1.00E-01
11733255_a_at,0.7612,0.67394955,4.41E-01,-6.47757,3.40E-01
11743293_a_at,0.7612,0.673984,4.41E-01,-6.47759,1.87E-01
11737589_a_at,0.7614,0.67410291,-4.40E-01,-6.47767,-2.00E-01
11727235_at,0.7614,0.67412707,4.40E-01,-6.47769,3.03E-01
11757741_s_at,0.7614,0.67417336,-4.40E-01,-6.47772,-1.67E-01
11751581_a_at,0.7614,0.67419365,-4.40E-01,-6.47774,-2.57E-01
11760716_at,0.7614,0.67419836,-4.40E-01,-6.47774,-5.93E-01
11750920_a_at,0.7614,0.67420068,-4.40E-01,-6.47774,-1.57E-01
11732372_a_at,0.7614,0.67422519,4.40E-01,-6.47776,2.07E-01
11724288_a_at,0.7614,0.67424132,-4.40E-01,-6.47777,-2.20E-01
11739354_x_at,0.7614,0.67427213,4.40E-01,-6.47779,2.23E-01
11726770_x_at,0.7614,0.6742789,-4.40E-01,-6.4778,-6.70E-01
11746853_x_at,0.7614,0.67428498,4.40E-01,-6.4778,1.60E-01
11725389_a_at,0.7614,0.67428615,4.40E-01,-6.4778,2.00E-01
11738898_a_at,0.7614,0.67430176,-4.40E-01,-6.47781,-3.27E-01
11762629_at,0.7614,0.67430813,4.40E-01,-6.47782,1.33E-01
11748762_x_at,0.7614,0.67435012,4.40E-01,-6.47785,2.13E-01
11740337_x_at,0.7615,0.67445296,-4.40E-01,-6.47792,-2.57E-01
11742195_s_at,0.7615,0.67446579,-4.40E-01,-6.47793,-1.57E-01
11716883_s_at,0.7615,0.67447318,4.40E-01,-6.47794,3.27E-01
11756807_a_at,0.7615,0.67448121,-4.40E-01,-6.47794,-3.07E-01
11740489_at,0.7615,0.67451186,4.40E-01,-6.47796,1.43E-01
11749978_a_at,0.7615,0.67451576,-4.40E-01,-6.47797,-3.07E-01
11748779_a_at,0.7615,0.67451769,-4.40E-01,-6.47797,-2.57E-01
11755958_a_at,0.7615,0.67453302,4.40E-01,-6.47798,3.07E-01
11763737_x_at,0.7615,0.67455623,4.40E-01,-6.47799,1.87E-01
11719428_a_at,0.7615,0.67456085,-4.40E-01,-6.478,-3.17E-01
11737681_a_at,0.7615,0.67459751,-4.40E-01,-6.47802,-1.40E-01
11718933_s_at,0.7615,0.6746213,-4.40E-01,-6.47804,-3.13E-01
11762093_at,0.7617,0.67483192,4.39E-01,-6.47819,1.60E-01
11735534_x_at,0.7617,0.67485802,-4.39E-01,-6.47821,-2.60E-01
11744235_x_at,0.7618,0.67497559,-4.39E-01,-6.47829,-2.33E-01
11756585_a_at,0.7618,0.67497623,4.39E-01,-6.47829,1.53E-01
11726102_a_at,0.7618,0.67499669,4.39E-01,-6.4783,1.13E-01
11724333_a_at,0.7619,0.67507907,-4.39E-01,-6.47836,-2.53E-01
11733823_at,0.7619,0.67512046,4.39E-01,-6.47839,1.30E-01
11755592_s_at,0.762,0.67520282,-4.39E-01,-6.47845,-2.43E-01
11722920_s_at,0.7621,0.6752643,4.39E-01,-6.47849,1.83E-01
11761459_at,0.7621,0.67534237,4.39E-01,-6.47855,1.27E-01
11721566_s_at,0.7622,0.67540237,4.39E-01,-6.47859,2.80E-01
11736494_a_at,0.7622,0.67544283,-4.38E-01,-6.47862,-1.70E-01
11746139_a_at,0.7622,0.67549881,4.38E-01,-6.47866,2.43E-01
11737848_a_at,0.7622,0.67550446,4.38E-01,-6.47866,1.07E-01
11730296_a_at,0.7623,0.67557924,4.38E-01,-6.47871,1.00E-01
11721044_a_at,0.7624,0.67565382,-4.38E-01,-6.47876,-3.07E-01
11755161_s_at,0.7624,0.67569922,-4.38E-01,-6.4788,-3.10E-01
11760597_x_at,0.7626,0.67587029,4.38E-01,-6.47892,1.23E-01
11733105_at,0.7626,0.67588765,-4.38E-01,-6.47893,-1.70E-01
11759640_x_at,0.7627,0.67600812,4.38E-01,-6.47901,2.23E-01
11719628_a_at,0.7628,0.67611298,4.38E-01,-6.47909,4.03E-01
11716822_a_at,0.7628,0.67617108,-4.37E-01,-6.47913,-2.07E-01
11722907_at,0.7628,0.67617209,-4.37E-01,-6.47913,-2.87E-01
11723698_a_at,0.7628,0.67618128,4.37E-01,-6.47913,5.07E-01
11720446_a_at,0.7628,0.67619718,-4.37E-01,-6.47915,-2.13E-01
11743365_at,0.7629,0.67623306,-4.37E-01,-6.47917,-4.70E-01
11762351_x_at,0.7629,0.67628588,4.37E-01,-6.47921,2.10E-01
11720972_at,0.7629,0.67629309,-4.37E-01,-6.47921,-3.10E-01
11755725_a_at,0.7629,0.67631295,4.37E-01,-6.47923,2.50E-01
11726175_a_at,0.7629,0.67636356,-4.37E-01,-6.47926,-1.43E-01
11748313_a_at,0.763,0.67642808,4.37E-01,-6.47931,1.53E-01
11732241_s_at,0.763,0.67646081,4.37E-01,-6.47933,1.17E-01
11724185_a_at,0.763,0.67646688,-4.37E-01,-6.47933,-2.10E-01
11747212_a_at,0.763,0.67650917,-4.37E-01,-6.47936,-1.43E-01
11740385_x_at,0.7631,0.67662114,4.37E-01,-6.47944,2.70E-01
11725271_a_at,0.7632,0.67667015,-4.37E-01,-6.47948,-2.93E-01
11740259_s_at,0.7632,0.67668074,4.37E-01,-6.47948,1.67E-01
11750701_a_at,0.7633,0.67679163,4.37E-01,-6.47956,3.53E-01
11731583_a_at,0.7633,0.67680529,4.37E-01,-6.47957,1.20E-01
11720332_a_at,0.7633,0.67685362,-4.36E-01,-6.4796,-3.23E-01
11731592_at,0.7634,0.67691857,-4.36E-01,-6.47965,-1.77E-01
11735034_a_at,0.7634,0.67693664,4.36E-01,-6.47966,1.73E-01
11761337_at,0.7634,0.67693866,-4.36E-01,-6.47966,-3.20E-01
11725409_s_at,0.7635,0.67708771,4.36E-01,-6.47977,2.57E-01
11752178_a_at,0.7635,0.67710868,4.36E-01,-6.47978,1.60E-01
11749441_x_at,0.7635,0.67715429,-4.36E-01,-6.47981,-3.60E-01
11719583_a_at,0.7635,0.67716356,-4.36E-01,-6.47982,-1.20E-01
11732602_at,0.7635,0.67719375,-4.36E-01,-6.47984,-2.27E-01
11751444_a_at,0.7635,0.67720696,-4.36E-01,-6.47985,-2.13E-01
11727246_at,0.7635,0.67721413,4.36E-01,-6.47986,1.10E-01
11729355_a_at,0.7637,0.67735819,4.36E-01,-6.47996,2.57E-01
11754426_a_at,0.7638,0.67744976,4.36E-01,-6.48002,1.37E-01
11746218_a_at,0.7638,0.67745196,4.36E-01,-6.48002,3.60E-01
11762842_s_at,0.7638,0.67747452,4.36E-01,-6.48004,3.77E-01
11741406_s_at,0.7639,0.67761045,-4.35E-01,-6.48013,-1.00E-01
11748225_a_at,0.7639,0.67761045,4.35E-01,-6.48013,1.00E-01
11749905_a_at,0.7639,0.67763784,4.35E-01,-6.48015,2.90E-01
11761002_x_at,0.7639,0.67763996,4.35E-01,-6.48015,4.17E-01
11742049_a_at,0.7639,0.67765685,-4.35E-01,-6.48016,-5.27E-01
11760557_a_at,0.7639,0.67766288,4.35E-01,-6.48017,1.97E-01
11720261_a_at,0.7639,0.67766705,-4.35E-01,-6.48017,-1.43E-01
11745226_a_at,0.7639,0.67767981,-4.35E-01,-6.48018,-2.30E-01
11742073_a_at,0.7639,0.67769297,4.35E-01,-6.48019,2.23E-01
11730060_a_at,0.7639,0.67772428,-4.35E-01,-6.48021,-2.70E-01
11739777_at,0.7639,0.67772627,4.35E-01,-6.48021,2.17E-01
11744855_at,0.7639,0.67781204,4.35E-01,-6.48027,2.73E-01
11751570_a_at,0.7639,0.67782307,4.35E-01,-6.48028,3.40E-01
11727223_a_at,0.7639,0.67783131,4.35E-01,-6.48029,1.47E-01
11756578_a_at,0.764,0.67788086,4.35E-01,-6.48032,2.30E-01
11740949_a_at,0.7641,0.67802211,-4.35E-01,-6.48042,-4.17E-01
11716319_at,0.7641,0.67802808,-4.35E-01,-6.48042,-2.17E-01
11755662_a_at,0.7641,0.67805074,4.35E-01,-6.48044,1.47E-01
11721443_a_at,0.7641,0.67806297,4.35E-01,-6.48045,1.87E-01
11733891_at,0.7641,0.67809481,4.35E-01,-6.48047,1.53E-01
11734031_s_at,0.7641,0.67812445,-4.35E-01,-6.48049,-1.07E-01
11738925_at,0.7641,0.67813971,-4.35E-01,-6.4805,-2.20E-01
11717991_a_at,0.7642,0.67818669,4.35E-01,-6.48053,1.97E-01
11736172_at,0.7643,0.67835876,4.34E-01,-6.48065,1.23E-01
11728874_a_at,0.7644,0.67840806,4.34E-01,-6.48069,1.37E-01
11723475_a_at,0.7644,0.67846061,-4.34E-01,-6.48072,-1.80E-01
11724142_s_at,0.7645,0.67857416,4.34E-01,-6.4808,4.00E-01
11739045_a_at,0.7645,0.67858478,4.34E-01,-6.48081,1.93E-01
11760273_x_at,0.7646,0.67867548,4.34E-01,-6.48087,3.47E-01
11730477_at,0.7648,0.67884321,4.34E-01,-6.48099,2.40E-01
11745976_x_at,0.7648,0.6788606,4.34E-01,-6.481,2.53E-01
11730925_at,0.7648,0.67887512,-4.34E-01,-6.48101,-6.27E-01
11729272_a_at,0.7649,0.67894385,-4.33E-01,-6.48106,-1.33E-01
11729672_x_at,0.765,0.67910462,4.33E-01,-6.48117,3.13E-01
11751528_a_at,0.765,0.67913173,-4.33E-01,-6.48119,-2.50E-01
11722099_at,0.7651,0.6791784,-4.33E-01,-6.48122,-2.50E-01
11752147_a_at,0.7651,0.67920909,4.33E-01,-6.48124,1.13E-01
11739613_x_at,0.7651,0.67922686,-4.33E-01,-6.48125,-2.00E-01
11719319_a_at,0.7651,0.67924204,4.33E-01,-6.48126,3.20E-01
11741826_a_at,0.7651,0.67926641,-4.33E-01,-6.48128,-5.60E-01
11732615_at,0.7653,0.67946726,4.33E-01,-6.48142,2.13E-01
11747645_a_at,0.7653,0.67950083,-4.33E-01,-6.48144,-2.27E-01
11727039_at,0.7655,0.67967717,-4.32E-01,-6.48156,-1.23E-01
11759490_at,0.7656,0.67976476,4.32E-01,-6.48163,2.00E-01
11757636_x_at,0.7656,0.67983523,-4.32E-01,-6.48167,-1.17E-01
11721468_at,0.7656,0.67986273,4.32E-01,-6.48169,2.13E-01
11751164_a_at,0.7656,0.67987204,4.32E-01,-6.4817,2.23E-01
11762069_a_at,0.7656,0.67987478,-4.32E-01,-6.4817,-6.00E-01
11723596_a_at,0.7656,0.67987591,-4.32E-01,-6.4817,-2.23E-01
11743037_at,0.7656,0.67989455,4.32E-01,-6.48171,3.77E-01
11717140_a_at,0.7656,0.67989488,-4.32E-01,-6.48171,-2.87E-01
11736505_at,0.7657,0.67995512,-4.32E-01,-6.48176,-1.07E-01
11716649_a_at,0.7657,0.68003237,-4.32E-01,-6.48181,-4.33E-01
11759207_at,0.7658,0.68013478,4.32E-01,-6.48188,1.20E-01
11729584_a_at,0.7659,0.68020248,4.32E-01,-6.48193,1.63E-01
11744114_a_at,0.7659,0.68025149,-4.32E-01,-6.48196,-3.07E-01
11716789_s_at,0.7659,0.68026321,-4.31E-01,-6.48197,-4.33E-01
11738811_a_at,0.7659,0.68026503,4.31E-01,-6.48197,2.17E-01
11754458_a_at,0.7659,0.68029548,4.31E-01,-6.48199,2.50E-01
11717688_a_at,0.7659,0.68032399,-4.31E-01,-6.48201,-3.33E-01
11722682_at,0.7659,0.68034742,4.31E-01,-6.48203,1.27E-01
11716469_x_at,0.7659,0.68035888,-4.31E-01,-6.48203,-2.23E-01
11746647_a_at,0.7659,0.6803595,4.31E-01,-6.48204,3.40E-01
11755617_s_at,0.7659,0.68038728,-4.31E-01,-6.48205,-3.80E-01
11722352_s_at,0.7659,0.68040281,4.31E-01,-6.48207,2.40E-01
11723021_a_at,0.766,0.6804349,4.31E-01,-6.48209,1.33E-01
11720435_s_at,0.7661,0.68054249,-4.31E-01,-6.48216,-1.73E-01
11732819_a_at,0.7661,0.68056951,4.31E-01,-6.48218,3.70E-01
11718534_at,0.7662,0.68070616,-4.31E-01,-6.48227,-5.40E-01
11743526_s_at,0.7663,0.6807715,-4.31E-01,-6.48232,-1.83E-01
11740238_a_at,0.7663,0.6807873,-4.31E-01,-6.48233,-4.00E-01
11720556_x_at,0.7664,0.68089513,-4.31E-01,-6.4824,-1.50E-01
11750157_at,0.7664,0.68093229,-4.31E-01,-6.48243,-5.47E-01
11724115_at,0.7664,0.68093558,4.31E-01,-6.48243,3.10E-01
11716183_a_at,0.7664,0.68095035,4.30E-01,-6.48244,2.67E-01
11751420_a_at,0.7665,0.68105536,4.30E-01,-6.48251,4.10E-01
11740126_a_at,0.7665,0.681083,4.30E-01,-6.48253,3.77E-01
11759850_at,0.7665,0.68110713,4.30E-01,-6.48255,1.20E-01
11757022_x_at,0.7665,0.68113041,4.30E-01,-6.48257,1.37E-01
11760401_a_at,0.7665,0.68114277,4.30E-01,-6.48257,1.23E-01
11730596_a_at,0.7665,0.68117999,-4.30E-01,-6.4826,-1.87E-01
11744143_a_at,0.7665,0.68120178,-4.30E-01,-6.48261,-1.57E-01
11721923_a_at,0.7665,0.68121645,-4.30E-01,-6.48262,-4.43E-01
11748664_a_at,0.7666,0.6813323,4.30E-01,-6.4827,1.20E-01
11747642_a_at,0.7666,0.68134187,4.30E-01,-6.48271,1.93E-01
11737272_a_at,0.7667,0.68136839,4.30E-01,-6.48273,1.23E-01
11734403_at,0.7667,0.68144677,4.30E-01,-6.48278,1.37E-01
11737473_x_at,0.7669,0.68164335,-4.29E-01,-6.48292,-3.00E-01
11732844_a_at,0.767,0.681762,4.29E-01,-6.483,2.67E-01
11733980_a_at,0.7671,0.68178124,4.29E-01,-6.48301,3.43E-01
11747719_a_at,0.7671,0.68180154,-4.29E-01,-6.48303,-3.00E-01
11737494_a_at,0.7671,0.68187163,4.29E-01,-6.48307,1.07E-01
11739662_x_at,0.7672,0.68196773,-4.29E-01,-6.48314,-1.23E-01
11717840_at,0.7672,0.68198477,-4.29E-01,-6.48315,-1.63E-01
11733928_a_at,0.7672,0.68200577,-4.29E-01,-6.48317,-2.13E-01
11736065_x_at,0.7672,0.68203337,4.29E-01,-6.48318,1.73E-01
11756538_s_at,0.7675,0.68229204,4.29E-01,-6.48336,1.57E-01
11717337_a_at,0.7675,0.68231778,4.29E-01,-6.48338,4.57E-01
11751616_a_at,0.7675,0.68233131,4.28E-01,-6.48339,1.97E-01
11762255_x_at,0.7675,0.68238012,4.28E-01,-6.48342,1.37E-01
11722410_at,0.7679,0.68268312,-4.28E-01,-6.48363,-1.80E-01
11750914_a_at,0.768,0.68278833,4.28E-01,-6.4837,2.30E-01
11727565_a_at,0.768,0.68278997,4.28E-01,-6.4837,2.70E-01
11727046_at,0.7681,0.68289338,-4.28E-01,-6.48377,-3.27E-01
11732303_a_at,0.7681,0.68294673,4.28E-01,-6.48381,1.60E-01
11739205_a_at,0.7681,0.6829502,4.28E-01,-6.48381,2.43E-01
11735169_at,0.7682,0.68302836,4.27E-01,-6.48386,1.03E-01
11738464_at,0.7682,0.68305728,4.27E-01,-6.48388,1.10E-01
11719784_x_at,0.7683,0.68314948,4.27E-01,-6.48395,3.63E-01
11726840_a_at,0.7683,0.68319796,-4.27E-01,-6.48398,-1.33E-01
11717471_at,0.7683,0.68325744,4.27E-01,-6.48402,2.03E-01
11726472_at,0.7684,0.68328011,-4.27E-01,-6.48404,-2.17E-01
11736179_a_at,0.7685,0.68342734,-4.27E-01,-6.48414,-4.30E-01
11758697_x_at,0.7685,0.68343667,-4.27E-01,-6.48414,-1.13E-01
11743261_a_at,0.7686,0.68351055,4.27E-01,-6.48419,1.97E-01
11719627_at,0.7686,0.68352614,-4.27E-01,-6.4842,-2.33E-01
11721003_at,0.7686,0.68356923,-4.27E-01,-6.48423,-2.03E-01
11748633_a_at,0.7686,0.68362774,-4.27E-01,-6.48427,-2.10E-01
11722777_a_at,0.7686,0.68363205,-4.27E-01,-6.48427,-5.23E-01
11746417_x_at,0.7686,0.68364547,-4.27E-01,-6.48428,-2.37E-01
11725984_a_at,0.7686,0.68366463,4.27E-01,-6.4843,1.50E-01
11750845_a_at,0.7686,0.68367537,4.27E-01,-6.4843,2.40E-01
11736273_a_at,0.7686,0.68370893,4.27E-01,-6.48433,1.23E-01
11726828_x_at,0.7687,0.68381827,4.26E-01,-6.4844,5.43E-01
11733232_a_at,0.7688,0.68383725,4.26E-01,-6.48441,1.60E-01
11758460_s_at,0.7688,0.68389941,4.26E-01,-6.48446,3.67E-01
11735992_a_at,0.7689,0.68396363,-4.26E-01,-6.4845,-2.80E-01
11716858_a_at,0.769,0.68410554,4.26E-01,-6.4846,1.10E-01
11727391_a_at,0.769,0.68413528,-4.26E-01,-6.48462,-1.53E-01
11758414_s_at,0.769,0.68414504,-4.26E-01,-6.48462,-3.47E-01
11722745_a_at,0.769,0.68417061,-4.26E-01,-6.48464,-3.57E-01
11756200_a_at,0.769,0.68421152,-4.26E-01,-6.48467,-5.20E-01
11716201_x_at,0.769,0.6842211,-4.26E-01,-6.48467,-2.83E-01
11750119_a_at,0.769,0.68422549,-4.26E-01,-6.48468,-1.47E-01
11747989_a_at,0.769,0.68423641,4.26E-01,-6.48469,7.03E-01
11737860_s_at,0.7691,0.68429068,-4.26E-01,-6.48472,-1.67E-01
11748541_s_at,0.7691,0.68429468,-4.26E-01,-6.48472,-1.63E-01
11740602_s_at,0.7691,0.6843211,-4.26E-01,-6.48474,-3.13E-01
11749735_a_at,0.7691,0.68435801,-4.26E-01,-6.48477,-2.60E-01
11726943_at,0.7691,0.68441591,4.25E-01,-6.48481,3.63E-01
11730719_x_at,0.7692,0.68444951,4.25E-01,-6.48483,4.67E-01
11752097_a_at,0.7692,0.68454357,4.25E-01,-6.48489,2.37E-01
11735023_s_at,0.7692,0.68454777,4.25E-01,-6.4849,1.80E-01
11749361_a_at,0.7693,0.68458369,-4.25E-01,-6.48492,-2.27E-01
11727595_at,0.7695,0.68480357,4.25E-01,-6.48507,4.13E-01
11754087_a_at,0.7695,0.68481314,4.25E-01,-6.48508,3.57E-01
11734824_at,0.7695,0.68482355,4.25E-01,-6.48508,1.13E-01
11743680_x_at,0.7695,0.68484864,-4.25E-01,-6.4851,-2.07E-01
11761181_at,0.7695,0.6849078,4.25E-01,-6.48514,1.77E-01
11757502_x_at,0.7696,0.6849651,-4.25E-01,-6.48518,-1.60E-01
11751095_x_at,0.7696,0.68498003,-4.25E-01,-6.48519,-2.90E-01
11718843_s_at,0.7697,0.68509368,-4.25E-01,-6.48527,-2.47E-01
11722304_a_at,0.7697,0.6851041,4.24E-01,-6.48527,1.63E-01
11745540_x_at,0.7697,0.68510487,4.24E-01,-6.48527,2.13E-01
11722013_at,0.7697,0.68516743,4.24E-01,-6.48532,1.13E-01
11750024_a_at,0.7698,0.68528018,4.24E-01,-6.48539,2.37E-01
11745603_x_at,0.7698,0.68529333,-4.24E-01,-6.4854,-2.27E-01
11742888_s_at,0.7699,0.68534314,4.24E-01,-6.48543,3.17E-01
11763695_a_at,0.77,0.68551559,4.24E-01,-6.48555,2.17E-01
11739904_a_at,0.77,0.68552611,-4.24E-01,-6.48556,-2.57E-01
11729605_a_at,0.7702,0.68572009,4.24E-01,-6.48569,1.93E-01
11728484_s_at,0.7702,0.68572399,4.24E-01,-6.48569,3.30E-01
11759115_x_at,0.7705,0.68596864,4.23E-01,-6.48586,2.83E-01
11740824_a_at,0.7705,0.68602225,4.23E-01,-6.48589,1.13E-01
11749411_a_at,0.7706,0.68608802,4.23E-01,-6.48594,5.40E-01
11750984_a_at,0.7707,0.68617274,-4.23E-01,-6.48599,-2.73E-01
11719453_a_at,0.7707,0.68619638,4.23E-01,-6.48601,1.73E-01
11741296_a_at,0.7707,0.68624916,-4.23E-01,-6.48605,-3.07E-01
11732122_at,0.7707,0.68627472,4.23E-01,-6.48606,2.63E-01
