prob_id,control_1,control_2,control_3,case_1,case_2,case_3,logFC,p_value,t,FDR
11727093_s_at,6.41,6.72,7.09,3.94,4.34,5.54,-2.133333333333333,0.01476170173597585,4.10754627493209,0.02407655310877279
11719683_a_at,8.77,8.81,9.16,7.0,6.36,7.85,-1.843333333333332,0.014784518370965756,4.105655920688018,0.005978534411177813
11716575_a_at,9.6,9.89,9.29,6.77,7.46,8.39,-2.0533333333333337,0.01480316340651119,4.104113789845498,0.00288372430034555
11718886_a_at,6.6,6.04,5.9,3.62,4.02,5.05,-1.9500000000000002,0.014959074600732116,4.091309258091005,0.0035863914308451044
11727121_at,7.32,8.17,8.27,6.74,5.99,6.46,-1.5233333333333317,0.014973277630239926,4.090150797579481,0.022067616737499376
11723588_at,9.38,10.29,9.55,7.77,8.24,6.72,-2.163333333333335,0.014987834975074414,4.088964809935919,0.04144982357853195
11717673_a_at,10.25,10.2,9.24,7.01,8.41,6.73,-2.5133333333333336,0.015004158274781248,4.087636598458583,0.001790526962190373
11721596_s_at,8.62,7.4,7.9,6.63,6.05,5.63,-1.870000000000001,0.015020608921621055,4.08629978407081,0.010016500926264533
11726272_a_at,9.05,8.09,9.24,6.28,7.43,6.64,-2.0100000000000007,0.015027769565848274,4.085718445540954,0.047224601446881766
11721439_a_at,7.13,7.43,6.62,5.95,5.34,4.75,-1.713333333333333,0.015036257357789976,4.0850297940643125,0.03520537970451141
11726601_s_at,7.2,8.19,6.64,5.41,5.58,4.83,-2.0700000000000003,0.015047573496246644,4.084112394198146,0.025556031215423946
11715882_s_at,9.27,9.65,8.24,7.51,6.43,6.73,-2.163333333333334,0.015086611231993284,4.080953967309896,0.0013158579492178555
11726275_a_at,9.31,9.99,9.85,7.01,8.49,7.83,-1.9400000000000004,0.015113107351767335,4.078815845725311,0.02027473351684668
11720055_at,8.25,8.5,7.22,5.36,6.31,4.61,-2.5633333333333326,0.015140525789717401,4.076608043274359,0.012778225869027533
11718491_x_at,9.21,9.81,9.06,8.37,7.54,7.28,-1.6300000000000008,0.015245177357923058,4.068225265472804,0.002716217337053405
11717606_x_at,10.37,10.91,10.71,9.61,9.33,8.48,-1.5233333333333352,0.015257451589410193,4.067246617738467,0.004777202701137038
11717099_at,10.27,9.85,10.42,8.46,6.04,7.27,-2.923333333333333,0.015285925573941855,4.064979977567032,0.00302334487765276
11717097_a_at,6.18,6.92,5.72,4.79,3.19,3.61,-2.41,0.01529044060319505,4.0646210304732415,0.002240157582633921
11717897_a_at,7.84,9.24,8.2,6.05,6.64,5.1,-2.496666666666666,0.015298312262879579,4.063995534570355,0.004517914903526459
11720746_s_at,9.97,10.12,10.41,7.73,9.16,7.9,-1.9033333333333324,0.015385404644186923,4.057100767757872,0.015099616039452207
11721272_at,10.0,9.1,9.46,7.08,8.31,7.79,-1.7933333333333348,0.015397660595162763,4.056134282403311,0.01507591550731422
11726842_a_at,9.47,9.64,9.51,5.25,7.85,5.62,-3.3,0.015403496819250535,4.055674372139425,0.03421972125807952
11718980_a_at,9.08,8.91,9.55,5.77,7.79,6.32,-2.5533333333333355,0.01565208151775708,4.036277628536549,0.00442048578871982
11719272_s_at,8.56,7.63,7.34,6.45,5.62,5.23,-2.076666666666667,0.01566308296894187,4.035427778028307,0.003865309528593022
11721656_s_at,8.83,8.37,8.51,6.14,7.47,5.85,-2.083333333333333,0.01573691459467694,4.029742880948069,0.010245485980879517
11721655_at,9.93,9.65,8.73,6.49,7.75,5.74,-2.7766666666666655,0.015764410470928865,4.027633943657598,0.008684522711640268
11717122_s_at,10.15,9.43,10.39,5.88,8.26,6.26,-3.1900000000000004,0.01579896855292419,4.0249896007755215,0.001885111328348619
11716124_a_at,8.78,9.37,7.86,7.1,6.67,6.64,-1.8666666666666663,0.015802535976512322,4.024717022032485,0.0007905922300487493
11723903_at,8.08,5.96,7.96,4.58,4.56,4.56,-2.7666666666666666,0.01581428613541483,4.023819742146597,0.021143907196877993
11716163_s_at,9.39,9.24,7.4,6.29,5.91,6.0,-2.610000000000001,0.015924564478437594,4.015437415697781,0.0011576386698980675
11718592_s_at,9.52,9.55,10.06,3.96,6.85,6.74,-3.860000000000002,0.01594336252168097,4.014015529245212,0.013502697013583054
11719664_a_at,11.36,10.72,10.74,8.99,10.02,9.03,-1.5933333333333337,0.015951412952240458,4.013407210078375,0.03134303932987234
11721674_s_at,8.85,9.52,8.94,7.89,6.43,6.25,-2.2466666666666653,0.015981683068038585,4.011123192019261,0.012938513164401555
11726700_a_at,8.75,8.8,9.37,5.78,7.4,5.05,-2.8966666666666674,0.01599406674071438,4.010190286506625,0.021032362318004344
11721997_s_at,9.59,7.96,9.86,5.38,6.97,6.01,-3.0166666666666666,0.015995509743471602,4.010081636550466,0.008875331705587347
11729187_x_at,7.34,7.32,7.6,5.04,5.67,6.47,-1.6933333333333325,0.016150057266973293,3.998512826816858,0.0426497276200687
11718852_a_at,6.56,7.32,6.99,3.9,5.3,5.37,-2.0999999999999996,0.016324875837610903,3.9855859721630935,0.0044117921480824485
11719106_a_at,7.33,8.27,6.74,5.64,5.77,5.16,-1.923333333333333,0.01632637582029771,3.9854757778178165,0.004133596218619375
11715597_x_at,9.61,9.32,9.35,7.46,8.48,7.0,-1.7800000000000002,0.016360558125026438,3.982967910954596,0.0015780801168652338
11715697_a_at,9.46,9.34,8.68,8.1,6.84,6.99,-1.8500000000000005,0.016481681162902908,3.974131860224949,0.0004408889595709303
11729212_a_at,8.11,8.81,9.03,6.18,7.47,6.76,-1.8466666666666685,0.016501701881367316,3.9726788442520853,0.047734906254247374
11715616_a_at,7.54,8.28,7.59,6.73,5.99,5.46,-1.743333333333334,0.016511955249858382,3.9719355197415043,0.0007789167345355234
11729523_a_at,6.77,7.87,8.42,5.67,5.79,5.8,-1.9333333333333336,0.016523314912273584,3.97111264112157,0.03844222098998172
11718551_at,6.57,7.65,8.21,5.4,5.67,4.73,-2.21,0.016524087220987204,3.971056720801231,0.02598515503149803
11715648_x_at,10.1,9.43,9.69,5.81,7.96,7.43,-2.673333333333334,0.01670834387646206,3.957804326817717,0.0005326166148625325
11717691_a_at,7.16,6.61,6.53,4.3,5.48,5.41,-1.7033333333333331,0.016718469480461358,3.9570811521755327,0.0060417938593549025
11723386_s_at,5.25,5.79,6.33,3.38,4.46,4.19,-1.7799999999999985,0.016739854467279637,3.9555555555555517,0.011527679329636208
11721405_s_at,7.95,7.33,8.45,5.86,6.77,6.06,-1.6800000000000006,0.01686000540055126,3.9470273420647177,0.008255219402418494
11716219_a_at,7.27,7.58,7.28,4.91,5.21,6.42,-1.8633333333333333,0.01692156900281677,3.9426858440041856,0.0010322586972300258
11718517_x_at,9.14,8.79,9.67,6.49,7.21,7.98,-1.9733333333333345,0.016922242240800627,3.9426384718105143,0.008461742126786612
11716133_a_at,8.04,9.44,7.51,5.76,5.74,6.32,-2.389999999999998,0.016929612597841235,3.9421200067754105,0.005061367845717398
11721824_a_at,10.3,10.07,9.37,6.71,7.67,4.78,-3.5266666666666673,0.016930504496129466,3.9420572849077744,0.03359601111590272
11718340_x_at,9.09,7.62,8.01,5.74,6.67,5.35,-2.320000000000001,0.016949775900366504,3.940703010792992,0.0233523453869336
11719332_at,8.24,8.6,8.75,5.57,7.35,6.31,-2.119999999999999,0.016951341710529495,3.9405930566532112,0.005046068772771377
11722865_at,6.61,6.25,5.35,4.72,4.42,4.52,-1.5166666666666666,0.0169594823120911,3.9400216047568564,0.04795129416944587
11715993_s_at,9.66,8.42,9.64,7.76,7.13,7.52,-1.7700000000000005,0.016962298565288757,3.9398239868131846,0.0008975823983452282
11722999_x_at,9.37,9.61,9.22,8.16,6.44,7.52,-2.0266666666666646,0.016983333255344884,3.938349216838187,0.010059014971650142
11719354_s_at,9.57,9.32,10.31,3.89,7.43,4.49,-4.463333333333334,0.01699152523530109,3.937775459645297,0.019308990415927242
11720168_at,11.51,9.28,8.99,6.17,7.08,6.63,-3.3000000000000016,0.017009553319786166,3.936513961680236,0.01758941521959409
11716633_a_at,9.67,9.02,10.0,4.14,5.54,7.39,-3.873333333333332,0.01702564105561037,3.9353895926706155,0.004614849477035163
11717434_s_at,8.5,8.52,7.67,6.15,7.12,6.73,-1.5633333333333317,0.01703223179905026,3.9349293351097745,0.003140550553673294
11717563_a_at,8.27,6.13,7.21,4.98,4.63,4.54,-2.4866666666666672,0.017053304753415845,3.933459161582883,0.0017261046424131335
11725632_at,7.57,6.31,6.34,5.22,3.93,4.48,-2.1966666666666654,0.017062702208236323,3.9328042428916907,0.03621302413872235
11717553_at,9.36,8.95,8.23,7.1,6.19,4.95,-2.7666666666666666,0.017200928495738777,3.923220848463525,0.0019941824502165075
11717562_x_at,10.5,8.92,11.03,7.02,7.34,5.16,-3.6433333333333335,0.017238436257436953,3.9206363304417144,0.004003994684364839
11724669_a_at,8.77,8.45,9.29,5.41,7.18,6.88,-2.3466666666666667,0.017298757539648314,3.9164939454010685,0.023804940954409444
11716976_x_at,8.39,8.81,8.12,6.22,5.84,7.37,-1.963333333333333,0.0173606552376438,3.9122612905506866,0.0014037063649758516
11716771_s_at,7.58,8.35,6.77,4.39,3.95,5.83,-2.843333333333333,0.017479477065773984,3.904186610681328,0.0026636689424667814
11717720_a_at,10.17,9.85,9.73,6.93,8.23,5.61,-2.993333333333333,0.01755128533643901,3.8993386611215497,0.011974874505731552
11726628_a_at,9.45,10.1,9.23,8.09,8.27,7.06,-1.7866666666666662,0.017598748769608367,3.896147336868913,0.030170804475801043
11724495_a_at,9.66,9.58,10.47,7.59,8.8,8.01,-1.7700000000000014,0.017632270640893143,3.893899625214475,0.026950296805581576
11723039_x_at,5.89,5.91,6.62,5.02,4.05,3.53,-1.9400000000000004,0.01763792466040546,3.893521016718186,0.016153623430099417
11719928_a_at,6.6,7.32,7.48,4.64,6.01,4.78,-1.9899999999999993,0.0177969430489478,3.8829319623696574,0.005239285360334685
11719007_s_at,8.84,9.57,9.1,5.3,7.66,5.7,-2.95,0.017805532757352027,3.8823632065913745,0.005381671491354194
11716180_at,9.8,9.0,8.83,6.06,6.56,7.86,-2.3833333333333337,0.017833049552872682,3.880543433305618,0.001485961386401478
11729166_a_at,7.56,9.08,8.57,6.83,6.01,5.51,-2.286666666666667,0.017857539274401268,3.8789266806198732,0.0362676101991216
11722370_a_at,8.64,8.47,9.32,6.68,7.73,6.38,-1.8800000000000008,0.01786106568772312,3.8786940943327872,0.010848216125028641
11719141_a_at,7.45,7.26,6.41,4.74,5.65,5.63,-1.7000000000000002,0.01788662419780615,3.8770100151302493,0.01154477518365102
11721727_x_at,8.98,8.06,7.34,6.24,6.4,5.69,-2.0166666666666666,0.01798585009940997,3.8704991565942417,0.013729183303969312
11717296_s_at,8.47,8.52,7.0,4.66,6.26,4.98,-2.696666666666667,0.01811121843097379,3.8623342520661983,0.021188077476394604
11721322_at,9.32,8.56,9.3,7.08,7.21,8.12,-1.5900000000000016,0.018128087837662368,3.861240767346242,0.007053015319254709
11716748_at,7.55,8.19,7.49,5.08,6.45,4.48,-2.4066666666666654,0.01824841290820254,3.853476447215013,0.0016434131047701262
11722057_a_at,8.85,9.44,8.89,6.69,8.04,6.56,-1.9633333333333338,0.01830898611176078,3.849590978899839,0.011706550273754912
11721826_x_at,10.17,9.89,8.93,6.5,7.67,5.04,-3.2600000000000007,0.01841719418524547,3.8426881752486852,0.008941542007095788
11725474_a_at,6.28,6.69,7.84,4.86,5.32,5.03,-1.8666666666666671,0.01842628040307584,3.8421107611226333,0.019731723607406184
11717254_at,8.86,9.59,9.23,7.02,8.19,6.69,-1.9266666666666667,0.018432113887294047,3.8417402327005994,0.002960721793735869
11715438_at,9.33,8.51,9.57,6.8,7.3,7.96,-1.783333333333334,0.018480023709778994,3.8387024274088244,0.0001611468549107663
11724191_a_at,7.98,8.38,8.24,4.12,5.57,6.58,-2.7766666666666664,0.01849149920324842,3.8379762049409902,0.03244429642288318
11718152_a_at,9.11,8.16,7.67,6.78,6.63,6.64,-1.629999999999999,0.018600835693475783,3.831083859102738,0.0027218589225472996
11716088_s_at,8.86,7.89,7.85,4.99,6.77,5.82,-2.3400000000000016,0.018633402775325058,3.8290402774881116,0.0015283302906098088
11721798_a_at,8.67,9.52,9.04,6.04,7.53,7.44,-2.0733333333333324,0.01863610982526553,3.8288706030281094,0.007770724468190132
11716294_a_at,8.87,8.7,7.87,6.9,7.39,6.47,-1.5600000000000014,0.018648397585823304,3.828100792880154,0.021954679317897668
11716312_at,7.96,9.84,8.49,5.28,6.88,5.4,-2.9099999999999993,0.018651926894953312,3.827879799201855,0.0007145339966156434
11720772_s_at,9.9,10.69,10.12,8.38,6.58,8.37,-2.46,0.01868293406086521,3.8259403842315467,0.005833127369954697
11718461_at,6.49,7.12,5.96,4.89,5.39,4.57,-1.5733333333333333,0.018725686914071886,3.82327262375324,0.0051400996957153494
11722274_a_at,7.95,9.0,7.59,6.22,6.79,6.23,-1.7666666666666657,0.01884903245992114,3.815616626101144,0.009619771084905302
11722931_a_at,9.25,8.46,8.09,7.44,7.02,6.67,-1.5566666666666658,0.018874290898394125,3.8140562502462743,0.014682316528885766
11729193_s_at,4.89,5.45,5.89,3.37,4.26,4.07,-1.5100000000000002,0.018918993098908633,3.8113008298630264,0.03499465280786559
11720935_a_at,10.61,10.36,10.15,9.31,8.05,9.08,-1.5600000000000005,0.018959964210865515,3.8087822326357585,0.008767056841362787
11717247_a_at,8.14,8.09,8.41,6.03,6.11,7.38,-1.706666666666666,0.019007368336801528,3.8058763040034207,0.002799755630846145
11718306_a_at,6.21,6.87,6.03,4.14,5.28,3.79,-1.9666666666666668,0.01906785452076185,3.8021810086810737,0.005691270493314563
11716081_a_at,9.44,10.33,9.77,6.0,8.25,5.74,-3.183333333333332,0.019135499563341644,3.7980649488173093,0.0012027475230815667
11722810_s_at,9.18,9.21,8.24,7.49,7.48,6.53,-1.71,0.01914308525719984,3.7976044619307885,0.010625673740691826
11720313_a_at,9.44,9.38,9.25,8.13,6.54,7.82,-1.8600000000000003,0.01915204743976312,3.797060697286464,0.007642240989579204
11726057_a_at,8.16,8.29,8.25,5.67,7.2,6.69,-1.713333333333332,0.01917859821696375,3.795451562423692,0.04086168449349136
11718657_a_at,10.41,10.63,11.16,8.79,8.22,6.32,-2.956666666666668,0.01919119092288268,3.794689301971319,0.004411778741643579
11717957_at,9.33,9.77,9.17,5.7,7.94,6.97,-2.5533333333333337,0.01919512563939737,3.794451248892885,0.004203222819005111
11720612_x_at,5.81,5.65,5.88,4.85,4.06,3.31,-1.706666666666667,0.019196590031673143,3.794362667064016,0.006970002926223211
11723271_x_at,8.29,8.09,8.19,5.85,6.68,7.28,-1.586666666666667,0.019259362818103344,3.7905730986566857,0.01447937350761027
11716551_s_at,9.8,9.21,8.62,7.02,5.39,7.34,-2.626666666666668,0.019285708152416026,3.7889870446305394,0.002405486388840155
11717359_at,9.2,8.74,8.68,6.54,6.57,7.94,-1.8566666666666665,0.019295229982356797,3.7884144451150927,0.0031879131332077128
11730254_at,6.16,4.72,6.15,3.86,3.53,3.99,-1.8833333333333337,0.019348493721238067,3.7852176332964405,0.04905130276652097
11717906_s_at,9.15,9.4,8.77,6.4,6.49,8.04,-2.130000000000001,0.01937247217340042,3.7837819189401234,0.0048499512095448866
11719919_a_at,8.42,9.2,8.73,5.86,7.36,7.18,-1.9833333333333334,0.0194024184006038,3.7819918675698125,0.045751668066312555
11724606_a_at,7.4,9.38,8.16,6.42,5.73,5.35,-2.4800000000000013,0.019451167230503597,3.779084943527678,0.030159515364706294
11723104_at,5.69,5.97,5.81,4.85,3.56,4.55,-1.503333333333333,0.0194973325520079,3.7763401043720077,0.02620705898863157
11727679_at,7.62,8.0,8.41,5.41,6.93,5.43,-2.086666666666667,0.019506185855155664,3.775814604881951,0.04440391269123817
11715705_a_at,7.27,8.08,7.31,4.56,6.18,5.71,-2.0700000000000003,0.01955599765351186,3.77286327191516,0.0005225672240654979
11722044_a_at,9.73,9.12,9.3,6.12,7.4,8.01,-2.206666666666668,0.019631170098587586,3.768426321559703,0.014327936225637435
11724780_x_at,8.38,8.24,8.8,7.5,7.03,6.2,-1.5633333333333344,0.019750917875783442,3.761400201030168,0.021731025753852735
11719004_at,7.85,7.55,6.77,5.11,5.03,6.26,-1.9233333333333338,0.019752751684145912,3.7612930001440312,0.0052087139214497015
11717683_s_at,5.13,4.41,5.96,3.38,3.57,3.46,-1.6966666666666668,0.01976843598647817,3.760376612417929,0.0029463974549889783
11721298_a_at,11.62,11.53,9.97,9.33,8.43,8.47,-2.296666666666667,0.01977333911841094,3.7600903152983003,0.02209759867775817
11723196_at,7.99,7.19,6.6,4.92,5.86,4.42,-2.1933333333333334,0.019787506264200307,3.7592635633539078,0.010991280763726895
11715816_at,9.05,8.29,9.41,6.8,7.77,6.52,-1.8866666666666658,0.019856144448114087,3.7552680491851413,0.0005759363813870967
11715915_a_at,10.75,9.88,9.13,8.11,5.78,6.02,-3.283333333333335,0.019946242933886523,3.7500483144692223,0.0008671347691287786
11726683_a_at,10.55,9.02,10.25,6.8,8.15,7.87,-2.333333333333333,0.0200435942755975,3.744440004705411,0.02403149355290494
11720755_at,9.77,8.36,8.67,7.22,7.48,6.75,-1.7833333333333323,0.020305474250435825,3.7295136463215846,0.011477854949448633
11723558_s_at,9.47,9.11,9.68,7.92,5.52,6.84,-2.6599999999999993,0.020344591414443558,3.7273038554728752,0.011280998500765747
11725734_a_at,8.14,8.49,9.36,4.53,6.36,6.65,-2.8166666666666673,0.020396437490059482,3.7243828045525267,0.019104749703433246
11721843_a_at,8.09,8.34,8.35,5.19,6.55,6.97,-2.0233333333333325,0.020471885844182705,3.7201478036130755,0.02616419543368652
11719986_at,6.4,5.47,5.68,4.2,3.91,4.9,-1.5133333333333336,0.020504644168326036,3.7183148477795145,0.004691804061401126
11717498_a_at,6.72,7.22,7.93,5.85,4.11,3.81,-2.6999999999999984,0.02052740104044693,3.7170435715777885,0.0019389537593326068
11723237_a_at,6.37,6.33,5.5,4.31,4.98,3.69,-1.7400000000000002,0.020531179841490176,3.7168326380205703,0.015050394959805043
11717958_s_at,9.27,10.43,10.18,8.28,7.25,8.51,-1.9466666666666654,0.02053165723119005,3.7168059933178776,0.006947398907571022
11717867_a_at,9.17,9.25,8.56,6.28,6.95,7.92,-1.9433333333333342,0.020621675301313883,3.7117949795219127,0.003137324703523463
11726665_a_at,6.78,9.31,8.67,5.79,5.1,4.94,-2.976666666666665,0.02071016740538968,3.706894331140945,0.025715243259735794
11718228_a_at,12.3,11.87,11.57,9.09,10.69,8.63,-2.4433333333333334,0.020722207524301102,3.706229489903348,0.005504187920326704
11723537_a_at,9.91,9.6,10.05,7.52,8.97,7.55,-1.8399999999999999,0.020733322983374547,3.7056161170134243,0.012750012226279231
11721998_a_at,6.84,8.25,9.21,4.97,5.81,4.09,-3.1433333333333335,0.020767375561387417,3.7037394721959105,0.021091284872589048
11716738_at,9.39,8.62,9.8,8.19,7.41,7.52,-1.5633333333333335,0.02093359092592322,3.6946317926696994,0.0014614415030757453
11722991_a_at,7.79,6.57,6.99,5.34,5.98,5.08,-1.6500000000000012,0.020952182261567847,3.693618465940636,0.011341507321199836
11715395_a_at,8.96,8.38,8.67,7.02,5.82,4.32,-2.950000000000002,0.02096025521897471,3.6931787812770347,0.0006427325894789308
11718220_x_at,10.43,10.7,9.65,9.25,8.49,8.3,-1.5799999999999983,0.02101716476544936,3.6900849953256176,0.0035068640659967495
11723267_a_at,7.35,8.2,7.01,5.35,6.11,6.19,-1.6366666666666658,0.021044495390817392,3.6886027699512143,0.01212283347063938
11716171_s_at,10.61,10.72,9.78,8.69,9.32,8.17,-1.6433333333333326,0.021060416050681128,3.6877404023118685,0.0006889140980422614
11716445_s_at,8.31,9.54,8.85,7.08,7.65,6.43,-1.8466666666666667,0.02108109236152047,3.686621599104714,0.0014975357835754577
11718854_a_at,7.87,7.45,8.01,3.77,5.98,5.69,-2.629999999999999,0.021094256643683893,3.685909957457832,0.005732306596167651
11717953_a_at,8.89,9.61,8.75,7.38,8.13,6.96,-1.5933333333333328,0.021316235324303417,3.6739894045812753,0.0025002347252971566
11728435_a_at,8.77,8.05,8.83,7.6,6.49,6.29,-1.756666666666666,0.021345911554997214,3.6724069909756167,0.027779094863581592
11717902_at,9.91,8.89,10.14,6.74,8.0,7.97,-2.076666666666666,0.021354391454920293,3.6719553032849666,0.0046157353923198165
11718524_a_at,9.9,10.15,9.76,6.97,5.86,8.49,-2.830000000000001,0.02136021355170251,3.6716453093027335,0.00642767340124569
11718837_x_at,8.75,9.53,8.68,5.88,7.75,6.64,-2.2299999999999995,0.021373258001605645,3.6709511316890264,0.0046979866052246685
11717751_a_at,9.84,10.33,9.82,8.92,8.29,7.31,-1.8233333333333341,0.02144586775187693,3.6670963316523317,0.005680531157179028
11730614_a_at,9.19,9.11,9.19,5.45,7.44,7.4,-2.3999999999999995,0.02174748352911912,3.6512489474388516,0.04877785125331411
11719961_s_at,10.36,9.96,9.79,8.78,8.17,6.93,-2.076666666666667,0.021887903240665616,3.643960318284438,0.005775837276508471
11718596_a_at,9.91,10.14,9.84,8.29,9.16,7.7,-1.58,0.021891334302674065,3.6437829244768594,0.004946019148936768
11719283_a_at,7.12,7.41,6.69,4.45,6.02,5.29,-1.8200000000000012,0.021892423759517908,3.643726603989524,0.01080303837785729
11719741_a_at,6.54,7.36,6.72,3.2,5.41,4.5,-2.503333333333334,0.021977610550336715,3.639333119644066,0.01065744492491714
11726602_at,8.98,9.12,7.77,4.45,5.69,6.85,-2.959999999999999,0.02210281858736638,3.6329123007618636,0.028593592280279013
11726834_a_at,7.09,6.04,5.08,3.43,3.91,4.15,-2.24,0.022245288313270654,3.625658857129831,0.04888472098683469
11717548_a_at,6.99,7.73,6.64,5.19,5.43,6.12,-1.5399999999999991,0.022348461043450965,3.620440618579492,0.0031425927588216262
11721299_x_at,11.76,11.54,9.9,9.16,8.81,8.25,-2.3266666666666644,0.022483157474447894,3.61367106470489,0.00938504468513379
11716618_at,9.75,9.88,9.83,8.7,7.57,6.6,-2.196666666666668,0.022495879894869845,3.6130341641212578,0.0011341939972770252
11724666_at,9.32,9.44,9.14,4.45,7.25,6.78,-3.139999999999999,0.02257912156624943,3.6088775515362514,0.01429017544095313
11723056_a_at,9.54,8.74,8.9,6.28,6.88,3.93,-3.363333333333334,0.022640007711245743,3.6058487997235646,0.01668388622645163
11721071_s_at,8.79,9.33,8.06,7.21,6.76,7.54,-1.5566666666666675,0.02266747956637495,3.6044854035527925,0.013551915047658165
11724491_at,8.05,7.67,7.62,6.15,6.6,4.9,-1.8966666666666674,0.022688739476878005,3.603431650510685,0.02815236801715158
11717029_a_at,8.03,8.01,8.34,6.16,7.4,6.1,-1.5733333333333333,0.022743028402946883,3.6007461382522834,0.04230452259102575
11726307_at,7.03,6.03,6.73,5.27,3.68,3.06,-2.5933333333333337,0.02289801074413279,3.593121475484697,0.03439227812996133
11720630_a_at,10.29,10.58,10.02,7.8,9.22,7.21,-2.219999999999999,0.022919183459441755,3.592084619080584,0.005744608129150548
11718963_at,7.23,8.15,8.33,4.63,4.49,6.55,-2.6799999999999997,0.022988181875386426,3.5887135797934713,0.006084678412084853
11720083_a_at,7.91,7.74,6.83,4.12,5.55,5.91,-2.3,0.023030448095900158,3.5866545395777916,0.005208182600429981
11724747_a_at,9.17,8.75,9.35,7.63,6.7,5.25,-2.5633333333333352,0.02305698485349471,3.585364075544213,0.03565767258946574
11720771_x_at,9.37,9.86,8.84,7.41,8.37,7.1,-1.7299999999999995,0.02306744218455761,3.5848560289210516,0.007989335358001302
11719416_s_at,5.74,5.87,4.85,3.48,3.12,4.43,-1.810000000000001,0.023139341686141197,3.5813703629617675,0.009014228348812988
11721448_a_at,7.88,7.57,8.12,6.15,5.73,7.08,-1.5366666666666662,0.02320799856742781,3.578053923506195,0.03934852608456654
11726005_a_at,9.67,9.59,9.5,6.3,8.35,7.64,-2.1566666666666663,0.023242592027336664,3.5763873281836887,0.024397753145996688
11717976_x_at,9.96,9.15,9.62,6.25,8.38,6.63,-2.4899999999999993,0.023289716757059105,3.5741217680305777,0.020941192820783026
11715609_a_at,8.2,8.26,6.98,6.52,6.15,5.89,-1.626666666666667,0.023322936387974884,3.57252798647672,0.0007277895519796809
11720795_s_at,7.84,7.81,6.68,5.03,6.25,5.44,-1.8699999999999983,0.023354763190815232,3.5710035635052564,0.015053864526688608
11716283_at,8.72,8.05,6.84,6.18,5.45,5.64,-2.113333333333334,0.023377429348292088,3.5699194202515856,0.0006883310890665834
11716238_at,9.71,9.44,10.16,6.51,8.11,8.27,-2.1399999999999997,0.023428262490456542,3.567492570733929,0.0011980738676032373
11717699_a_at,6.18,5.01,4.61,2.84,3.18,3.84,-1.98,0.02343040058523827,3.5673906324169344,0.013614317445880082
11719095_s_at,8.38,7.93,6.78,5.92,6.16,5.77,-1.746666666666668,0.023448578485624844,3.566524408825917,0.003785342161940552
11732137_at,9.99,9.65,9.13,6.42,8.39,7.32,-2.213333333333334,0.02360601024311516,3.559055682657512,0.04985073105272367
11727856_s_at,8.6,8.49,8.12,6.05,7.29,5.19,-2.2266666666666675,0.02371872886590815,3.553744542666355,0.042085525576435356
11720419_at,6.93,6.88,7.35,6.31,5.27,4.97,-1.5366666666666662,0.02373472831768588,3.5529931077557717,0.006675612787694054
11720860_s_at,6.04,5.29,6.61,4.05,4.73,4.55,-1.5366666666666662,0.023820179471918005,3.5489899713675115,0.01882781195913009
11726726_s_at,6.8,5.93,6.4,4.26,3.78,5.38,-1.903333333333335,0.0238599799317717,3.547131268855207,0.023724961273314315
11718298_a_at,8.59,9.33,9.62,8.0,7.21,6.38,-1.9833333333333334,0.023877403664128202,3.5463187327387917,0.009505733174965348
11716049_a_at,9.66,10.41,10.48,8.75,6.12,6.42,-3.086666666666667,0.023987106346417465,3.54121903282461,0.001114629160041732
11718225_at,7.99,6.27,6.17,4.74,4.76,3.78,-2.383333333333333,0.024033221159834577,3.5390835962013667,0.029188961977007082
11727810_a_at,8.33,8.13,8.37,4.76,5.84,7.08,-2.383333333333332,0.024138256007622996,3.5342379048972927,0.024567542961070943
11726566_a_at,11.32,10.85,11.24,8.25,9.47,6.53,-3.0533333333333346,0.024238516741162192,3.529635817284526,0.031141294822040137
11720013_a_at,9.74,8.96,9.36,3.96,7.35,3.34,-4.470000000000001,0.024239404438843842,3.529595172134686,0.00760733152920523
11724046_a_at,9.03,9.0,8.56,7.77,7.67,6.48,-1.5566666666666675,0.024288118368956023,3.5273674118321887,0.032611081304695456
11721173_a_at,6.31,7.03,7.88,3.64,5.29,5.04,-2.416666666666667,0.02429640682809067,3.526988897623427,0.015038037772359585
11719940_a_at,8.71,7.55,9.1,4.74,6.48,6.39,-2.583333333333333,0.024303520007837417,3.5266641781286907,0.009842897183492266
11722008_a_at,9.8,9.05,9.38,8.23,6.3,7.37,-2.110000000000001,0.024386822799186202,3.522869769168099,0.008069800619625818
11726558_a_at,7.03,6.4,6.2,5.65,4.34,4.37,-1.7566666666666668,0.024434712833464278,3.5206953720654606,0.03151189324650163
11715492_s_at,10.84,10.87,11.4,9.36,8.96,10.27,-1.5066666666666677,0.024471500467455908,3.519028508528404,0.0005814333946312741
11719180_a_at,11.58,11.81,11.48,9.39,10.88,9.79,-1.6033333333333335,0.024507054731952502,3.517420360051497,0.005845363148883659
11723232_x_at,7.16,6.18,8.29,4.68,3.83,5.29,-2.6099999999999994,0.0245262398378861,3.5165537545450123,0.0338508404629588
11723269_at,7.81,8.46,7.7,4.24,6.37,6.0,-2.453333333333333,0.02462698062264008,3.5120164153126314,0.03154477901127146
11719120_a_at,7.83,6.84,8.47,6.24,4.66,4.39,-2.616666666666667,0.02480828939390531,3.5039056718132775,0.004376606841406978
