prob_id,control_1,control_2,control_3,case_1,case_2,case_3,logFC,p_value,t,FDR
11724509_a_at,9.81,10.78,12.15,7.24,4.9,4.74,-5.286666666666666,0.0074387745002209345,5.00978956434318,0.0230498335854498
11731230_a_at,8.87,8.57,7.52,6.4,5.9,6.14,-2.173333333333331,0.007449058627345069,5.007834108088291,0.04446345022498537
11715478_a_at,8.31,8.01,9.37,5.97,5.36,4.12,-3.413333333333333,0.007501163373842706,4.997977054618452,0.0006092534998714094
11719329_x_at,10.31,9.71,10.2,7.31,7.89,5.94,-3.0266666666666673,0.007555391590706219,4.987806495756112,0.011387464060487844
11719247_at,7.48,9.07,8.33,4.6,5.99,4.67,-3.206666666666668,0.007623371009114595,4.975181799293597,0.003599356024675009
11716206_a_at,10.07,9.87,9.45,8.68,7.85,7.79,-1.6899999999999977,0.0076781765188480445,4.965103117662578,0.0010290804847136103
11717092_s_at,7.38,6.75,6.76,4.54,5.31,5.55,-1.830000000000001,0.007715798661583689,4.958235030395343,0.006004849396955058
11726400_a_at,8.3,8.58,8.61,5.92,6.58,7.22,-1.9233333333333347,0.0077264070166818966,4.956305798267614,0.036885706662040364
11715663_a_at,9.8,10.29,10.06,8.84,8.36,7.73,-1.7399999999999984,0.007735775454642223,4.954604737828046,0.0007182105641142688
11725966_a_at,11.33,10.25,10.01,7.9,8.64,8.23,-2.2733333333333334,0.0077412182099127575,4.953617629373782,0.03319410216366013
11719150_a_at,8.45,7.96,8.56,5.86,7.03,6.37,-1.9033333333333315,0.00784118583127379,4.935636238692366,0.004433952823028055
11723863_a_at,7.13,6.21,8.66,3.05,3.58,4.02,-3.7833333333333337,0.007878949469771482,4.928916124168859,0.025104832757707772
11725489_x_at,8.07,6.38,7.75,4.55,4.58,5.05,-2.673333333333333,0.00791065747615015,4.923303841069153,0.021972618426963225
11726727_a_at,7.05,7.29,7.83,5.79,4.88,5.82,-1.8933333333333335,0.007953474009105857,4.915768674815243,0.021268110937197646
11725349_s_at,7.81,7.79,7.96,6.27,4.7,4.61,-2.66,0.007979775077775055,4.9111644646415265,0.04765480042565012
11717163_s_at,10.26,10.57,9.45,7.2,8.2,6.68,-2.7333333333333325,0.00800963488420976,4.905959610883364,0.002499996909386635
11716348_s_at,9.29,8.74,9.63,4.78,6.44,3.55,-4.296666666666668,0.00803433360863857,4.9016722019230174,0.002046824290663491
11718108_a_at,5.78,7.26,6.31,2.55,4.17,3.26,-3.1233333333333326,0.008077009376208814,4.8943018671937235,0.0029968974240657032
11716622_x_at,10.98,11.13,10.13,9.21,9.25,9.21,-1.5233333333333334,0.008113425422871422,4.88805000319881,0.0016273177232446442
11715565_at,9.02,8.57,9.3,7.44,7.68,6.79,-1.6599999999999993,0.00818262336326438,4.876263756839898,0.00040084567237876653
11719339_a_at,8.55,9.11,8.43,6.87,6.86,7.61,-1.583333333333334,0.008204114746959985,4.872627870838631,0.018097909098277087
11718226_at,9.7,9.59,8.84,5.36,7.3,5.47,-3.333333333333334,0.008229964695418856,4.868269932955107,0.0038364645367139683
11718270_s_at,10.91,10.78,10.99,9.67,9.48,8.59,-1.6466666666666665,0.00824843984607485,4.865165476275413,0.002560999780632653
11723043_at,6.76,6.83,6.51,4.89,4.67,5.71,-1.6100000000000003,0.00825585082707559,4.863922555145392,0.01169358285650381
11721905_a_at,10.47,10.97,10.6,6.72,8.31,5.69,-3.7733333333333325,0.008288258002915423,4.858503340560584,0.014935725229194249
11723431_at,8.97,9.81,9.94,5.99,7.09,7.56,-2.6933333333333325,0.008361132789504882,4.846410637923409,0.014223667109166718
11715598_at,9.08,7.12,8.69,4.78,5.45,5.41,-3.083333333333333,0.008402014687708187,4.839682781739678,0.0007020642447983518
11717392_a_at,8.23,8.93,7.81,5.95,6.77,5.79,-2.1533333333333333,0.008467612415382872,4.828970279075172,0.0020824190001076494
11721509_s_at,6.65,5.73,6.78,4.22,4.73,3.66,-2.1833333333333336,0.008486898639820838,4.825839912934305,0.0070194752212189284
11717420_a_at,8.25,8.89,10.02,6.15,5.73,6.72,-2.8533333333333326,0.008506251480516277,4.822707419725171,0.021415732061059664
11715293_s_at,8.04,8.23,7.11,4.88,4.9,6.06,-2.5133333333333328,0.008521906701993869,4.820179766833676,0.001338859724455759
11717590_a_at,9.15,9.36,9.09,4.45,6.8,4.13,-4.073333333333333,0.008545371604687064,4.8164017398112495,0.005148539330123
11719282_x_at,7.89,8.24,7.77,6.24,6.83,5.7,-1.709999999999999,0.008581580038045837,4.810596595646939,0.004820871541300541
11721278_s_at,10.39,9.1,8.66,5.02,6.67,4.55,-3.9700000000000015,0.008617659007760455,4.804841760720293,0.01246257879210208
11725038_s_at,8.44,7.11,8.34,4.62,5.78,5.52,-2.656666666666667,0.008650994899504097,4.7995504473676345,0.02799443233997098
11716506_s_at,8.16,8.06,7.58,5.56,5.95,4.19,-2.6999999999999993,0.008669679274328938,4.796595559526776,0.0008782536756800377
11719273_x_at,8.61,7.71,8.07,6.42,5.27,4.79,-2.6366666666666676,0.008675344016136706,4.795701223985623,0.005747626888634577
11716529_a_at,10.31,10.48,9.68,8.19,8.74,8.89,-1.549999999999999,0.008679226531615115,4.795088671983237,0.0008533082407572213
11718229_s_at,10.99,10.69,10.35,8.22,8.94,7.22,-2.5500000000000007,0.008683736150736298,4.794377598740918,0.01261386290819152
11717509_at,10.54,10.17,10.88,7.76,5.93,4.67,-4.410000000000001,0.008695437417286195,4.792534644202444,0.0016888649725680042
11721416_a_at,6.86,6.06,5.87,4.51,4.93,4.38,-1.6566666666666663,0.008703505490221615,4.791265674725128,0.02613051739185014
11727786_x_at,8.94,9.93,9.17,5.94,6.3,3.8,-3.999999999999999,0.008732901442051607,4.786654265997982,0.039676942030245674
11725995_x_at,8.08,7.18,9.0,5.37,5.68,5.6,-2.536666666666666,0.008942574715282184,4.754300393718777,0.027868213917218956
11720551_a_at,7.34,7.71,7.31,5.61,6.52,5.68,-1.5166666666666666,0.008981798297961958,4.748350319408481,0.007174634210952817
11717455_at,8.46,9.17,9.05,7.19,7.63,6.6,-1.7533333333333339,0.009077672859051669,4.733938459200045,0.004003941717983977
11721624_s_at,9.33,8.59,8.8,7.28,6.41,5.65,-2.46,0.009088482593642122,4.732325148992774,0.009798311519079086
11721577_at,8.92,8.7,11.02,6.31,5.83,5.55,-3.6499999999999977,0.009116919897204277,4.728092104450707,0.011618853886675783
11721451_a_at,9.98,10.37,10.62,8.02,9.07,7.84,-2.013333333333332,0.00915661574491105,4.722209917365752,0.010772141103488382
11715955_a_at,11.74,10.84,11.3,8.31,8.63,9.75,-2.3966666666666647,0.00918773475661739,4.717620279925276,0.0005201266875715505
11716338_a_at,8.78,9.71,10.81,5.79,6.47,7.12,-3.3066666666666675,0.009199412462082642,4.715902845611822,0.0008902014037000862
11723188_s_at,10.73,9.32,9.84,6.81,8.06,6.95,-2.6899999999999995,0.009221820897651237,4.712614653334443,0.03702164403153025
11717761_a_at,10.1,9.27,10.06,6.9,8.28,7.38,-2.290000000000001,0.0092562737170118,4.707577967764387,0.0024876888667846766
11721153_a_at,7.35,6.24,7.75,4.13,4.98,3.54,-2.8966666666666674,0.009259267665566246,4.707141355745846,0.029774194952050626
11727788_a_at,9.92,10.17,9.66,4.02,7.04,6.02,-4.223333333333334,0.009327297658806157,4.697266410493714,0.049555744411934985
11716483_x_at,8.75,9.11,8.85,6.89,7.92,6.94,-1.6533333333333342,0.009334657745395561,4.696203297836702,0.002071985588251774
11724468_a_at,10.2,9.52,10.22,8.25,8.54,7.42,-1.9099999999999984,0.009349646730411823,4.694041389049515,0.014407170683126613
11716103_a_at,8.38,8.77,7.64,5.57,5.39,3.53,-3.4333333333333336,0.009350572804090919,4.693907956601695,0.0006471714076149809
11715117_x_at,12.28,11.59,11.07,10.08,9.47,9.16,-2.076666666666666,0.009359834578828885,4.692574364885035,1.094721237129547e-05
11715834_x_at,9.88,9.38,9.41,7.66,7.51,8.52,-1.660000000000001,0.009370636154624412,4.691021082158603,0.0007347473729535571
11717846_a_at,9.35,9.28,8.74,7.31,8.05,7.08,-1.6433333333333335,0.009378276285334254,4.689923732363311,0.004737466302931797
11720928_at,11.23,12.14,10.71,9.16,9.05,7.99,-2.626666666666665,0.009383686958492591,4.689147255418923,0.014175541671016843
11717816_at,8.74,7.81,7.71,5.58,6.37,6.38,-1.9766666666666683,0.009391153537536948,4.688076631199626,0.005855735665617447
11715373_a_at,9.19,9.79,9.87,7.99,8.51,7.61,-1.5799999999999983,0.009463664653906472,4.677732812141386,0.0002745760728920022
11718000_x_at,7.58,6.99,6.9,6.0,5.04,5.53,-1.6333333333333329,0.00951340312305538,4.6706930355861624,0.002248894781640668
11716629_at,9.61,11.35,11.5,8.2,6.81,7.02,-3.4766666666666675,0.009542575031451998,4.666584924081569,0.0021576928526303076
11722095_a_at,8.41,7.63,6.99,5.81,4.64,4.61,-2.656666666666667,0.00957230798881955,4.662413464305643,0.0306290357523368
11720989_a_at,8.67,8.26,8.11,7.14,5.88,6.09,-1.9766666666666657,0.009588139023169032,4.660198822286565,0.017000436749282352
11727209_a_at,6.38,8.52,7.73,4.91,3.9,3.9,-3.3066666666666658,0.009595452337452475,4.659177243489727,0.025053403310217964
11725027_s_at,10.02,10.03,8.96,3.93,6.11,6.57,-4.133333333333334,0.00963782667302882,4.653276624122964,0.016325869399675282
11716809_a_at,7.77,7.45,6.97,3.59,5.44,4.87,-2.763333333333332,0.009666419080304934,4.649312902415542,0.0025373338525979936
11722563_x_at,7.89,7.68,8.88,5.78,4.09,5.56,-3.006666666666667,0.009670535048736408,4.64874348395354,0.016083960687065375
11717388_x_at,6.75,6.47,7.78,4.23,5.12,3.74,-2.636666666666666,0.009675054090316602,4.648118641566427,0.004425371674341214
11721944_x_at,5.81,6.94,6.02,3.88,3.88,4.74,-2.09,0.009709078870127862,4.643425423107083,0.010769608485901295
11717779_at,7.45,7.57,6.23,5.08,4.97,5.18,-2.006666666666666,0.009724136570959096,4.641354802650798,0.0030982829802280428
11719495_a_at,8.78,8.98,8.37,6.47,5.95,7.38,-2.1099999999999985,0.009740296118734088,4.6391369895417425,0.006834426232143617
11719579_a_at,8.55,8.0,7.82,6.06,6.6,6.96,-1.583333333333333,0.009758606056077552,4.636629437350412,0.0076318405963189005
11715706_x_at,7.25,8.22,8.0,5.65,6.51,5.89,-1.8066666666666666,0.009761704841318658,4.636205622655981,0.00040945099789223044
11715986_s_at,7.5,7.59,8.56,6.47,5.97,6.0,-1.7366666666666672,0.009887567614099438,4.619128325387973,0.0011197145256440098
11721159_x_at,8.9,9.64,9.61,7.9,6.91,6.41,-2.3099999999999996,0.009891765228835777,4.618563337074613,0.00740040854080409
11722622_at,9.06,8.45,8.2,6.59,7.3,6.24,-1.8599999999999977,0.009921529715922226,4.614565439755307,0.009394354495256592
11715612_s_at,8.78,7.8,8.74,5.91,6.24,6.97,-2.0666666666666655,0.009924531057137384,4.614163114389453,0.0005249970378800549
11720039_a_at,7.5,6.91,5.83,3.56,4.48,2.87,-3.1100000000000003,0.010010438171306068,4.6027095832153835,0.04193836938181486
11721625_s_at,9.55,10.96,9.95,8.24,7.66,8.21,-2.116666666666667,0.010016298574284085,4.601932595491308,0.034359370181091364
11720070_s_at,8.85,9.36,8.97,6.7,7.25,7.92,-1.7700000000000014,0.010039780362103456,4.598824841086247,0.004937212151637834
11730755_a_at,9.66,8.83,9.37,6.85,7.51,5.78,-2.5733333333333333,0.010045960192869576,4.598008421841108,0.04825713948181075
11715777_s_at,8.28,7.7,8.02,6.5,5.37,4.77,-2.453333333333333,0.010085951231531847,4.5927398803187955,0.0005771392200041448
11719680_x_at,9.3,9.08,9.44,7.46,5.63,7.01,-2.5733333333333333,0.010093550402497905,4.591741607439714,0.012083351301720214
11715514_a_at,10.42,10.81,11.35,8.84,8.63,7.23,-2.626666666666667,0.010137023093211718,4.586048244869184,0.001098157416462374
11717939_a_at,9.88,9.08,9.45,6.61,5.56,3.57,-4.223333333333334,0.010137802065438403,4.585946497693419,0.002119508078747866
11717310_a_at,7.92,8.14,7.92,4.33,6.36,5.09,-2.7333333333333343,0.010175717002820642,4.58100558659218,0.002838940963234599
11715940_s_at,9.86,10.19,10.08,8.91,7.54,7.9,-1.926666666666664,0.010242553882808274,4.572349831183452,0.0004760823638584835
11726990_at,7.75,7.27,7.91,5.6,5.72,6.59,-1.6733333333333338,0.010288277738836967,4.566467696571519,0.04534587114130495
11719590_a_at,8.6,9.0,8.25,6.05,7.08,7.11,-1.870000000000001,0.010358364829452765,4.557512625382121,0.005912858734021484
11716202_a_at,8.7,7.84,7.71,5.58,5.95,6.66,-2.0200000000000005,0.010398609524101913,4.552403676356664,0.0008251669666061489
11716288_s_at,10.8,9.77,9.86,8.63,7.87,8.45,-1.8266666666666662,0.010404348085186466,4.55167713556929,0.0007164167630839923
11721052_at,5.25,4.04,5.26,2.73,2.98,3.11,-1.9099999999999997,0.01044328740313156,4.546759952674645,0.01415950291197434
11719714_at,5.59,6.4,4.77,3.63,3.28,3.14,-2.236666666666666,0.010492080482061747,4.540629739997984,0.014119832398763481
11720424_a_at,9.29,9.13,11.07,5.91,7.16,6.66,-3.253333333333333,0.010673146661571657,4.518179590289268,0.00818169771380085
11727111_a_at,8.25,9.48,8.47,6.83,6.5,5.54,-2.4433333333333342,0.010715351661893208,4.513012942878946,0.03796094135541609
11718186_a_at,7.05,6.76,7.72,5.86,5.29,5.81,-1.5233333333333325,0.010729517817359096,4.511284277367363,0.009357624045285708
11715487_a_at,6.01,6.29,5.5,4.5,2.96,3.3,-2.346666666666667,0.010802850826389878,4.502379609057302,0.0009688691461966796
11716236_s_at,10.28,10.28,9.5,7.97,8.86,8.14,-1.6966666666666672,0.010803428997736272,4.50230969422807,0.00127663733700122
11719472_s_at,7.17,5.32,6.55,3.69,3.93,3.98,-2.48,0.010812243768198136,4.501244337475089,0.015447697104436286
11716216_at,9.74,9.87,8.99,7.89,8.4,7.74,-1.5233333333333334,0.010906679382873609,4.489896422432248,0.000927242573987767
11720169_at,6.64,6.71,6.68,4.87,5.29,3.77,-2.033333333333333,0.010970741325787384,4.482265927535843,0.01401104135268492
11715707_a_at,6.91,7.43,6.18,4.25,4.62,5.29,-2.12,0.01100124846137427,4.478651133699485,0.0004424938180954834
11720966_x_at,7.36,6.53,6.26,5.38,4.69,4.7,-1.793333333333333,0.011161528160251713,4.459856988070433,0.01095832734470497
11719355_s_at,8.62,8.14,8.94,6.18,6.6,4.73,-2.7299999999999986,0.011172919412171944,4.458533722302519,0.006070837943711521
11717147_a_at,12.21,11.0,11.42,8.54,9.39,7.3,-3.1333333333333346,0.011178975460574402,4.457830885898297,0.0031846268887422663
11717637_x_at,10.57,11.27,10.28,8.54,8.77,9.45,-1.7866666666666653,0.011220009734179213,4.453080755662866,0.008463561288025688
11717378_at,10.16,9.26,9.94,6.29,7.9,7.62,-2.5166666666666666,0.011257120160752775,4.448802929473832,0.0043520294613110105
11716340_a_at,9.25,8.6,9.31,5.55,6.42,7.41,-2.5933333333333346,0.011289701979859457,4.445061181846775,0.0008495682881192976
11724407_s_at,9.32,8.53,9.55,7.2,5.05,5.49,-3.2200000000000006,0.011314376018635297,4.4422362651056115,0.01937004592483306
11728600_at,5.53,7.12,5.74,3.97,3.8,3.94,-2.226666666666667,0.011329366699742075,4.440523630212189,0.03141750441278581
11715469_s_at,10.18,10.36,10.08,8.55,7.76,6.57,-2.5799999999999974,0.011345500615969574,4.438683447176255,0.00021555161982088092
11717999_at,7.48,6.38,6.59,5.31,4.26,4.84,-2.0133333333333328,0.01135940474718588,4.437100126020645,0.004800646450284855
11720870_a_at,8.77,9.71,8.93,7.29,5.52,5.25,-3.116666666666667,0.011368506745761703,4.436064913745575,0.01505229551206877
11720300_a_at,9.48,8.15,9.38,6.61,7.31,6.68,-2.1366666666666685,0.011404494936870391,4.431981615298085,0.005358198141661233
11715605_s_at,10.39,9.95,10.22,8.04,9.05,7.64,-1.9433333333333334,0.011420569372281428,4.430162811204554,0.0027639603331613906
11724205_x_at,9.17,9.23,8.46,6.84,7.15,7.82,-1.6833333333333327,0.011474872842082368,4.424041276094329,0.02495186175060017
11720621_s_at,9.47,10.04,9.5,6.83,7.6,8.33,-2.083333333333334,0.011482549906030171,4.423178683529861,0.005900602417169421
11715530_a_at,8.15,9.25,9.09,6.84,7.33,6.3,-2.006666666666667,0.01152026449030042,4.418951198473215,0.001232753696645213
11716982_at,8.08,7.24,8.09,5.95,6.65,5.92,-1.629999999999999,0.01154353229842289,4.416351420516064,0.0016820162037712466
11717104_a_at,11.45,10.16,10.27,8.84,8.84,8.69,-1.8366666666666678,0.011546123802048676,4.416062257053296,0.0061621246050440805
11716701_a_at,8.44,8.2,8.32,7.41,6.22,6.6,-1.576666666666668,0.011619800854561779,4.407873979346833,0.002340936520741905
11717518_a_at,6.64,7.41,6.74,4.74,5.64,5.51,-1.6333333333333337,0.011620459563174718,4.40780105577294,0.004100174173102099
11728691_a_at,7.38,7.15,6.96,4.4,5.95,4.88,-2.086666666666667,0.011665947430396034,4.40277730097836,0.04301190133484387
11727802_s_at,8.12,8.23,7.65,3.9,5.73,5.81,-2.8533333333333326,0.011699686244224683,4.39906641652471,0.027354825174494814
11715584_a_at,6.67,6.21,7.22,5.01,5.04,3.95,-2.0333333333333323,0.011705729399718066,4.398403105721448,0.00031663162709250975
11717670_a_at,9.3,9.18,8.59,7.59,6.31,7.3,-1.956666666666667,0.011745236135421607,4.394076938012532,0.0019018635315191778
11720458_at,9.42,9.73,9.21,7.07,7.94,8.26,-1.6966666666666654,0.011762642737571435,4.392176419574939,0.012666951580024444
11725638_a_at,8.66,8.96,8.09,5.09,5.44,6.95,-2.743333333333333,0.011796631146824315,4.388475226517944,0.027306354176002086
11726479_a_at,9.48,9.7,9.92,5.77,5.39,7.83,-3.37,0.011829671107983943,4.384889660680541,0.02108759830691357
11720041_x_at,8.13,7.44,6.25,4.08,4.97,3.37,-3.133333333333333,0.012032106305569805,4.363182258102124,0.005843687891225706
11728760_a_at,10.29,10.22,10.39,8.02,8.74,9.29,-1.6166666666666671,0.012085431321922458,4.357537570435014,0.03559851777406609
11718909_x_at,10.54,8.38,8.25,5.5,5.92,5.91,-3.2800000000000002,0.012232765823246844,4.342096822211478,0.009886188875416707
11721753_a_at,7.76,7.66,7.66,4.85,6.5,5.43,-2.0999999999999988,0.0122997843498534,4.3351474577317894,0.0181808785279134
11724785_x_at,8.47,8.48,7.56,6.59,5.04,5.84,-2.3466666666666667,0.01232073297216559,4.332984613786185,0.028757175195133402
11719015_a_at,8.11,7.39,6.9,4.34,5.49,3.36,-3.0699999999999994,0.012335674703897126,4.331444666532206,0.011583580299603494
11716087_s_at,9.14,8.64,8.12,6.45,7.41,6.61,-1.8099999999999996,0.012368185322167423,4.328101784521609,0.002858897263745534
11716399_at,9.0,7.63,9.02,5.86,6.65,6.44,-2.2333333333333316,0.012461768680735417,4.318538120682999,0.0016714102194273024
11727173_at,8.32,8.74,7.89,6.98,6.91,6.05,-1.6700000000000008,0.012473340675796255,4.317361563712882,0.022022262901232083
11717162_a_at,10.32,11.04,11.08,7.32,9.06,8.6,-2.4866666666666646,0.012487123961823068,4.315961898819679,0.0032832768241067055
11718204_a_at,8.62,10.26,8.82,6.63,7.21,6.23,-2.543333333333332,0.012519010917013025,4.312730986544408,0.002593567736138037
11715472_a_at,10.51,10.44,9.9,5.74,8.25,7.14,-3.24,0.012522452561331431,4.312382860251521,0.00018076758592922517
11727419_x_at,10.05,9.94,10.4,8.68,6.82,6.97,-2.6400000000000015,0.012542714001434228,4.310335733492061,0.033537040106234206
11729303_a_at,9.38,9.37,9.37,7.1,8.32,7.99,-1.5699999999999994,0.012556270143596253,4.308968310501236,0.04025424201693721
11715684_a_at,10.14,10.45,9.82,8.04,8.79,9.04,-1.5133333333333336,0.01255804769737062,4.308789138998611,0.0003112612430091989
11719557_at,8.98,8.72,8.65,5.58,7.38,5.62,-2.589999999999999,0.012613580605776272,4.3032069908140445,0.005274103585647478
11723268_at,10.08,10.28,9.8,8.11,8.16,6.46,-2.4766666666666657,0.012618519382151437,4.3027119851215945,0.03479039983512896
11720839_a_at,7.71,7.52,8.34,6.54,5.26,6.01,-1.919999999999999,0.012636584134580403,4.300903375844389,0.010821695112599757
11720767_s_at,8.77,7.53,8.14,5.67,6.7,5.65,-2.139999999999999,0.012704352491425076,4.294146271095828,0.00811768053179568
11719564_a_at,9.61,9.32,8.78,7.16,8.11,7.0,-1.8133333333333335,0.012805630990754992,4.284128659670746,0.005381481188868071
11716155_s_at,10.29,9.89,11.2,8.69,7.05,7.08,-2.8533333333333326,0.012811659653501253,4.2835353756294055,0.0007848763276906783
11717443_s_at,7.29,8.09,8.2,6.56,5.94,5.39,-1.8966666666666656,0.012854957880368648,4.279284257402877,0.0021561142350996257
11721495_a_at,8.66,8.83,8.11,6.03,7.36,6.47,-1.913333333333333,0.012891281425154442,4.27573124798872,0.008124117248460022
11718549_a_at,9.45,9.34,8.25,7.52,6.92,7.21,-1.7966666666666677,0.012906161512768233,4.274279232880548,0.008161414390771905
11720620_s_at,10.58,10.45,10.03,8.11,8.93,9.23,-1.5966666666666676,0.012913637989936203,4.273550433088054,0.04483614276445509
11724499_at,10.23,9.41,9.9,8.03,8.8,7.82,-1.629999999999999,0.012915268210287012,4.2733915884511395,0.02074226695038961
11716989_s_at,8.23,8.2,7.93,5.63,4.93,6.78,-2.339999999999999,0.01292225876493504,4.272710720553598,0.002415341214451371
11719895_x_at,5.5,4.74,5.55,4.16,3.41,3.2,-1.673333333333333,0.012951107606860052,4.269905591879676,0.0064487645174141515
11724610_a_at,7.06,6.88,8.07,5.03,5.82,5.56,-1.8666666666666663,0.012958217643106371,4.269215403646659,0.020214056441116405
11723025_at,9.55,8.11,8.8,6.64,7.17,6.17,-2.160000000000001,0.012988321526197753,4.266298206890492,0.031037338798987478
11719587_a_at,8.92,8.93,8.24,4.62,6.31,6.64,-2.8400000000000007,0.013009338564840878,4.2642664006686735,0.004136011268427269
11715475_a_at,9.97,10.5,10.57,7.96,9.24,8.07,-1.923333333333332,0.013029926068026379,4.262279958958941,0.0006545598587281497
11722262_at,6.5,7.46,7.99,5.56,5.21,4.64,-2.1800000000000006,0.013066068389452491,4.258801818212323,0.008448188479931326
11724582_a_at,8.57,8.73,8.73,5.67,7.09,7.12,-2.0500000000000016,0.01306784575556375,4.258631073928715,0.019659591909720803
11715401_s_at,9.58,9.91,9.34,8.12,8.04,6.79,-1.9600000000000026,0.013163274739526104,4.24950455201982,0.00038577910741968344
11719933_x_at,8.97,8.27,9.1,3.74,6.42,5.58,-3.533333333333334,0.013208583323402944,4.245199307879024,0.017727468682079184
11717748_x_at,8.36,6.91,7.29,5.85,5.3,5.52,-1.9633333333333338,0.013217696994312687,4.244335475993387,0.003943663480813453
11722609_a_at,9.34,9.12,8.25,6.19,7.33,7.08,-2.036666666666667,0.013233376927599922,4.242850947692603,0.024064094232011096
11721734_s_at,5.92,5.9,5.71,4.93,3.69,3.8,-1.703333333333334,0.013280886027402329,4.238365862495811,0.01576931720243365
11723655_a_at,9.7,9.35,10.47,6.32,8.05,5.98,-3.056666666666664,0.013283606767236528,4.238109598217953,0.023972279875491546
11715673_x_at,11.3,11.12,11.15,7.86,9.69,9.12,-2.299999999999999,0.01335107282488844,4.231775214070785,0.0003956237001632338
11727363_a_at,7.94,6.15,6.87,3.94,4.65,4.87,-2.5,0.013360659335507567,4.230878272561164,0.025648559130601923
11716164_x_at,8.93,8.97,7.01,5.69,5.54,5.41,-2.756666666666666,0.01337805789126108,4.2292523960735355,0.0009002802703553367
11721145_s_at,8.14,7.74,8.31,3.85,6.28,4.87,-3.0633333333333344,0.013386888721969623,4.2284281404454545,0.009373229891691327
11718804_x_at,6.37,6.04,7.4,4.76,3.65,4.6,-2.2666666666666675,0.013418558112649753,4.225477557809469,0.0030578674193501585
11717585_a_at,10.66,9.64,9.79,8.42,7.2,8.22,-2.0833333333333313,0.01348603820064392,4.219218491113108,0.0018219277272085701
11724260_a_at,8.7,8.38,8.84,5.25,7.22,6.0,-2.4833333333333325,0.01359518865324072,4.209173904085134,0.030897691352210165
11719344_a_at,9.8,9.15,9.17,7.0,6.44,8.07,-2.203333333333334,0.013609248754554718,4.207887097725,0.005862313956903045
11716438_at,9.81,9.87,10.06,7.18,8.79,7.51,-2.0866666666666687,0.013688320093701804,4.200680094518529,0.006153976931840505
11719623_a_at,8.37,8.27,9.1,6.65,7.53,6.75,-1.6033333333333335,0.01370868414899381,4.1988321313480395,0.00973904342061743
11722875_s_at,7.46,7.79,6.53,5.32,5.81,5.58,-1.6900000000000004,0.013756282743297828,4.1945256197260266,0.02391429916256432
11722625_a_at,6.4,6.65,7.66,3.85,4.35,5.3,-2.4033333333333333,0.013818894622265303,4.188888066175294,0.024940274170274977
11723505_at,8.45,7.13,7.17,5.86,5.69,5.72,-1.8266666666666662,0.013879618158622643,4.183449890553345,0.024835545989111505
11727992_at,9.51,9.09,9.18,8.01,7.43,6.46,-1.96,0.014010938286504593,4.171786847003182,0.032956040425750927
11719000_x_at,8.57,8.7,7.19,6.26,5.89,5.27,-2.3466666666666685,0.014041264006395769,4.1691122326684,0.004945052048375775
11719901_s_at,7.16,8.02,7.79,5.7,6.62,5.83,-1.6066666666666665,0.014072849367252225,4.166333917775346,0.0051206921114380355
11719851_at,5.39,7.46,7.85,3.6,3.68,3.85,-3.189999999999999,0.01414962676581415,4.159611649818613,0.0063085890662467215
11720275_a_at,8.39,9.67,8.85,7.02,5.1,4.69,-3.366666666666668,0.01417864185178542,4.157082666044893,0.020596732106677645
11720673_a_at,8.03,9.86,8.34,5.71,6.56,5.05,-2.9700000000000006,0.014193906906167314,4.155754652064861,0.008299499654656074
11718985_a_at,5.05,5.09,6.48,3.35,3.48,3.75,-2.013333333333333,0.014214391604533414,4.15397524770286,0.0065146195709242325
11715791_at,9.32,9.35,8.39,7.21,7.61,6.44,-1.9333333333333345,0.014276767295214226,4.148575959601274,0.0004245965110704464
11719382_a_at,10.14,10.44,10.02,7.87,7.5,5.35,-3.293333333333333,0.014376710571027192,4.139983801341608,0.005565428762524682
11716026_s_at,9.05,9.21,9.57,7.82,5.94,5.83,-2.746666666666666,0.014404936242796693,4.137570260176943,0.0009010569783655461
11717807_at,7.18,7.02,8.26,5.31,4.88,5.99,-2.0933333333333337,0.014413203484298396,4.13686441788664,0.003009998095149581
11720260_a_at,7.96,8.68,8.7,5.28,6.62,6.79,-2.216666666666667,0.014426815645791746,4.135703298281627,0.00661615960454236
11717758_x_at,7.64,8.41,6.9,5.84,5.93,5.38,-1.9333333333333353,0.014483746664439821,4.1308613412354305,0.0033789953391884352
11716591_a_at,7.73,9.18,7.87,6.3,6.28,5.4,-2.2666666666666666,0.014499056994874028,4.129563116850276,0.0032015808577650975
11718045_s_at,8.68,8.5,8.53,6.18,7.54,6.05,-1.9800000000000004,0.014524737991212374,4.127389226959667,0.004399441365582601
11716028_x_at,5.16,4.3,5.37,3.35,3.09,3.73,-1.5533333333333341,0.014531666373269109,4.1268035343572445,0.0005314824683343523
11716397_a_at,9.2,9.32,8.01,7.32,6.58,6.42,-2.0700000000000003,0.014536919199532003,4.1263597095131805,0.0009513001365052491
11716313_x_at,11.52,11.54,9.99,9.0,8.85,8.25,-2.3166666666666647,0.014602018693054337,4.120875270370727,0.0017507253139339499
11725303_a_at,6.02,5.12,5.04,3.76,3.29,4.16,-1.6566666666666667,0.014648111721442774,4.117009852165756,0.0365333221630177
11717610_s_at,8.22,7.22,8.22,6.01,6.41,6.6,-1.5466666666666677,0.014684910994276075,4.113934324288347,0.004952300437201205
